token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	BOR001	0	okay	okay	okay	NOUN	_
0-1	BOR001	0	faccio	faccio	fare	VERB	_
0-2	BOR001	0	partire	partire	partire	VERB	_
1-0	BOR001	1	allora	allora	allora	ADV	_
1-1	BOR001	1	e:hm	ehm	ehm	NOUN	_
1-2	BOR001	1	>vabbè	vabbè	vabbè	INTJ	_
1-3	BOR001	1	intanto	intanto	intanto	ADV	_
1-4	BOR001	1	ti	ti	ti	PRON	_
1-5	BOR001	1	chiederei<	chiederei	chiedere	VERB	_
1-6	BOR001	1	da	da	da	ADP	_
1-7	BOR001	1	quanto	quanto	quanto	DET	_
1-8	BOR001	1	tempo	tempo	tempo	NOUN	_
1-9	BOR001	1	è	è	essere	VERB	_
1-10	BOR001	1	che	che	che	SCONJ	_
1-11	BOR001	1	vivi	vivi	vivare	VERB	_
1-12	BOR001	1	in	in	in	ADP	_
1-13	BOR001	1	questa	questa	questo	DET	_
1-14	BOR001	1	zona?	zona	zona	NOUN	Intonation=rising
1-15	BOR001	1	che	che	che	PRON	_
1-16	BOR001	1	ormai	ormai	ormai	ADV	_
1-17	BOR001	1	{P}	{P}	_	_	_
1-18	BOR001	1	sono	sono	essere	AUX	_
1-19	BOR001	1	vari	vari	vario	ADJ	_
1-20	BOR001	1	anni	anni	anno	NOUN	_
1-21	BOR001	1	che	che	che	PRON	_
1-22	BOR001	1	viv[i	vivi	vivare	VERB	_
1-23	BOR001	1	qua]	qua	qua	ADV	_
2-0	BOI003	2	[allo]ra	allora	allora	ADV	_
2-1	BOI003	2	{P}	{P}	_	_	_
2-2	BOI003	2	in	in	in	ADP	_
2-3	BOI003	2	questa	questa	questo	DET	_
2-4	BOI003	2	zona:	zona	zona	NOUN	_
2-5	BOI003	2	ehm	ehm	ehm	NOUN	_
2-6	BOI003	2	nello	nello	_	_	_
2-6a	_	_	_	in	in	ADP	_
2-6b	_	_	_	lo	il	DET	_
2-7	BOI003	2	specifico	specifico	specifico	ADJ	_
2-8	BOI003	2	sono	sono	essere	AUX	_
2-9	BOI003	2	più	più	più	ADV	_
2-10	BOI003	2	di	di	di	ADP	_
2-11	BOI003	2	vent'	vent'	venti	NUM	SpaceAfter=No
2-12	BOI003	2	anni	anni	anno	NOUN	_
3-0	BOR001	3	°okay°	okay	okay	NOUN	Volume=low
4-0	BOI003	4	almeno:	almeno	almeno	ADV	_
5-0	BOI003	5	forse	forse	forse	ADV	_
5-1	BOI003	5	venticinque	venticinque	venticinque	NUM	_
5-2	BOI003	5	[ecco]	ecco	ecco	ADV	_
6-0	BOR001	6	[mhmh]	mhmh	mhmh	NOUN	_
7-0	BOI003	7	e:	e	e	CCONJ	_
7-1	BOI003	7	prima	prima	prima	ADV	_
7-2	BOI003	7	abitavo	abitavo	abitare	VERB	_
7-3	BOI003	7	comunque	comunque	comunque	ADV	_
7-4	BOI003	7	a:	a	a	ADP	_
7-5	BOI003	7	tre	tre	tre	NUM	_
7-6	BOI003	7	chilometri	chilometri	chilometro	NOUN	_
7-7	BOI003	7	da	da	da	ADP	_
7-8	BOI003	7	QUA	qua	qua	ADV	Volume=high
7-9	BOI003	7	perché	perché	perché	SCONJ	_
7-10	BOI003	7	abitavo	abitavo	abitare	VERB	_
7-11	BOI003	7	nell'	nell'	_	_	SpaceAfter=No
7-11a	_	_	_	in	in	ADP	_
7-11b	_	_	_	l'	il	DET	_
7-12	BOI003	7	altro	altro	altro	ADJ	_
7-13	BOI003	7	quartiere	quartiere	quartiere	NOUN	_
8-0	BOI003	8	reno	reno	rere	VERB	_
8-1	BOI003	8	e:	e	e	CCONJ	_
8-2	BOI003	8	e	e	e	CCONJ	_
8-3	BOI003	8	niente	niente	niente	PRON	_
8-4	BOI003	8	quindi	quindi	quindi	ADV	_
8-5	BOI003	8	{P}	{P}	_	_	_
8-6	BOI003	8	praticamente	praticamente	praticamente	ADV	_
8-7	BOI003	8	quasi	quasi	quasi	ADV	_
8-8	BOI003	8	sempre	sempre	sempre	ADV	_
8-9	BOI003	8	in	in	in	ADP	_
8-10	BOI003	8	questa	questa	questo	DET	_
8-11	BOI003	8	z~	z~	z~	PROPN	Interrupted=Yes
8-12	BOI003	8	{P}	{P}	_	_	_
8-13	BOI003	8	da	da	da	ADP	_
8-14	BOI003	8	queste	queste	questo	DET	_
8-15	BOI003	8	parti	parti	parte	NOUN	_
8-16	BOI003	8	[ec]co	ecco	ecco	ADV	_
9-0	BOR001	9	[sì]	sì	sì	ADV	_
10-0	BOR001	10	e	e	e	CCONJ	_
10-1	BOR001	10	ci	ci	ci	PRON	_
10-2	BOR001	10	sono:	sono	essere	VERB	_
10-3	BOR001	10	ehm	ehm	ehm	X	_
10-4	BOR001	10	ci	ci	ci	PRON	_
10-5	BOR001	10	son	son	son	X	_
10-6	BOR001	10	differenze	differenze	differenza	NOUN	_
10-7	BOR001	10	fra	fra	fra	ADP	_
10-8	BOR001	10	{P}	{P}	_	_	_
10-9	BOR001	10	il	il	il	DET	_
10-10	BOR001	10	quartiere	quartiere	quartiere	NOUN	_
10-11	BOR001	10	dove	dove	dove	ADV	_
10-12	BOR001	10	abitavi	abitavi	abitavo	ADJ	_
10-13	BOR001	10	prima	prima	prima	ADV	_
10-14	BOR001	10	e	e	e	CCONJ	_
10-15	BOR001	10	questo?	questo	questo	PRON	Intonation=rising
11-0	BOI003	11	beh	beh	beh	NOUN	_
11-1	BOI003	11	e::hm	ehm	ehm	NOUN	_
11-2	BOI003	11	dai	dai	_	_	_
11-2a	_	_	_	da	da	ADP	_
11-2b	_	_	_	i	il	DET	_
12-0	BOI003	12	n~	n~	n~	PROPN	Interrupted=Yes
12-1	BOI003	12	non	non	non	ADV	_
12-2	BOI003	12	tanto	tanto	tanto	ADV	_
12-3	BOI003	12	perché	perché	perché	SCONJ	_
12-4	BOI003	12	comunque	comunque	comunque	ADV	_
12-5	BOI003	12	è	è	essere	AUX	_
12-6	BOI003	12	sempre	sempre	sempre	ADV	_
12-7	BOI003	12	vicino	vicino	vicino	ADV	_
12-8	BOI003	12	al	al	_	_	_
12-8a	_	_	_	a	a	ADP	_
12-8b	_	_	_	il	il	DET	_
12-9	BOI003	12	centr[o:	centro	centro	NOUN	_
12-10	BOI003	12	e]:	e	e	CCONJ	_
12-11	BOI003	12	insomma	insomma	insomma	ADV	_
12-12	BOI003	12	ci	ci	ci	PRON	_
12-13	BOI003	12	sono	sono	essere	VERB	_
12-14	BOI003	12	solo	solo	solo	ADV	_
12-15	BOI003	12	tre	tre	tre	NUM	_
12-16	BOI003	12	chilometri	chilometri	chilometro	NOUN	_
12-17	BOI003	12	di	di	di	ADP	_
12-18	BOI003	12	distanza	distanza	distanza	NOUN	_
12-19	BOI003	12	così	così	così	ADV	_
13-0	BOR001	13	[mhmh]	mhmh	mhmh	NOUN	_
14-0	BOI003	14	però	però	però	ADV	_
14-1	BOI003	14	questa	questa	questo	DET	_
14-2	BOI003	14	zona	zona	zona	NOUN	_
14-3	BOI003	14	era	era	essere	AUX	_
14-4	BOI003	14	quella	quella	quello	PRON	_
14-5	BOI003	14	che:	che	che	PRON	_
15-0	BOI003	15	avevo	avevo	avere	AUX	_
15-1	BOI003	15	sempre	sempre	sempre	ADV	_
15-2	BOI003	15	sogn[ato]	sognato	sognare	VERB	_
15-3	BOI003	15	insomma	insomma	insomma	ADV	_
15-4	BOI003	15	che:	che	che	SCONJ	_
15-5	BOI003	15	e:hm	ehm	ehm	NOUN	_
16-0	BOR001	16	[mhmh]	mhmh	mhmh	NOUN	_
17-0	BOI003	17	perché	perché	perché	SCONJ	_
17-1	BOI003	17	comunque	comunque	comunque	ADV	_
17-2	BOI003	17	sei	sei	essere	AUX	_
17-3	BOI003	17	vicino	vicino	vicino	ADV	_
17-4	BOI003	17	a	a	a	ADP	_
17-5	BOI003	17	san	san	sano	NOUN	_
17-6	BOI003	17	luca?	luca	luco	ADJ	Intonation=rising
17-7	BOI003	17	sei	sei	essere	AUX	_
17-8	BOI003	17	vicino	vicino	vicino	ADV	_
18-0	BOI003	18	e:hm	ehm	ehm	NOUN	_
18-1	BOI003	18	non	non	non	ADV	_
18-2	BOI003	18	so	so	sapere	VERB	_
18-3	BOI003	18	a	a	a	ADP	_
18-4	BOI003	18	villa	villa	villa	NOUN	_
18-5	BOI003	18	spada?	spada	spadare	VERB	Intonation=rising
18-6	BOI003	18	tanti	tanti	tanto	DET	_
18-7	BOI003	18	posti	posti	posta	NOUN	_
18-8	BOI003	18	verdi?	verdi	verde	ADJ	Intonation=rising
18-9	BOI003	18	a	a	a	ADP	_
18-10	BOI003	18	via	via	via	NOUN	_
18-11	BOI003	18	di	di	di	ADP	_
18-12	BOI003	18	casaglia?	casaglia	casaglia	NOUN	Intonation=rising
18-13	BOI003	18	insomma	insomma	insomma	ADV	_
19-0	BOI003	19	è	è	essere	AUX	_
19-1	BOI003	19	una	una	uno	DET	_
19-2	BOI003	19	zona	zona	zona	NOUN	_
19-3	BOI003	19	che	che	che	PRON	_
19-4	BOI003	19	mi	mi	mi	PRON	_
19-5	BOI003	19	è	è	essere	AUX	_
19-6	BOI003	19	sempre	sempre	sempre	ADV	_
19-7	BOI003	19	piaciuta	piaciuta	piacere	VERB	_
19-8	BOI003	19	[an]che	anche	anche	ADV	_
19-9	BOI003	19	quando	quando	quando	SCONJ	_
19-10	BOI003	19	ero	ero	essere	AUX	_
