token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	TO999	0	allora::	allora	allora	ADV	_
0-1	TO999	0	vincenzo.	vincenzo	vincenzare	VERB	Intonation=falling
1-0	TO999	1	facciamo	facciamo	fare	VERB	_
1-1	TO999	1	così	così	così	ADV	_
1-2	TO999	1	e:::h,	eh	eh	INTJ	Intonation=weakly_rising
2-0	TO999	2	quanti	quanti	quanto	DET	_
2-1	TO999	2	anni	anni	anno	NOUN	_
2-2	TO999	2	hai?	hai	avere	VERB	Intonation=rising
3-0	TO042	3	venti:sei.	ventisei	esventisere	AUX	Intonation=falling
4-0	TO999	4	e:	e	e	CCONJ	_
4-1	TO999	4	dove	dove	dove	ADV	_
4-2	TO999	4	sei	sei	essere	AUX	_
4-3	TO999	4	nato?	nato	nare	VERB	Intonation=rising
5-0	TO042	5	nomepaese	nomepaese	nomepaesa	NOUN	_
6-0	TO999	6	e:	e	e	CCONJ	_
6-1	TO999	6	dove	dove	dove	ADV	_
6-2	TO999	6	hai	hai	avere	AUX	_
6-3	TO999	6	fatto	fatto	fare	VERB	_
6-4	TO999	6	le	le	il	DET	_
6-5	TO999	6	superiori?	superiori	superiore	ADJ	Intonation=rising
7-0	TO042	7	vercelli.	vercelli	vercello	NOUN	Intonation=falling
8-0	TO999	8	okay	okay	okay	NOUN	_
8-1	TO999	8	e	e	e	CCONJ	_
8-2	TO999	8	ora	ora	ora	ADV	_
8-3	TO999	8	(lavori)	lavori	lavorio	NOUN	_
8-4	TO999	8	a	a	a	ADP	_
8-5	TO999	8	torino	torino	toro	NOUN	_
8-6	TO999	8	[gius]to?	giusto	giusto	ADJ	Intonation=rising
9-0	TO042	9	[sì].	sì	sì	ADV	Intonation=falling
10-0	TO999	10	e::	e	e	CCONJ	_
10-1	TO999	10	fai	fai	fare	VERB	_
10-2	TO999	10	altri	altri	altro	DET	_
10-3	TO999	10	lavori	lavori	lavorio	NOUN	_
10-4	TO999	10	oltre	oltre	oltre	ADV	_
10-5	TO999	10	a	a	a	ADP	_
10-6	TO999	10	quello	quello	quello	PRON	_
10-7	TO999	10	che	che	che	PRON	_
10-8	TO999	10	fai	fai	fare	VERB	_
10-9	TO999	10	a	a	a	ADP	_
10-10	TO999	10	torino?	torino	torino	NOUN	Intonation=rising
11-0	TO042	11	u::h	uh	uh	INTJ	_
11-1	TO042	11	no.	no	no	ADV	Intonation=falling
12-0	TO999	12	okay.	okay	okay	NOUN	Intonation=falling
13-0	TO999	13	e::h	eh	eh	INTJ	_
13-1	TO999	13	benissimo.	benissimo	bene	ADV	Intonation=falling
14-0	TO999	14	che::	che	che	PRON	_
14-1	TO999	14	lingue	lingue	linguire	VERB	_
14-2	TO999	14	parli	parli	_	_	_
14-2a	_	_	_	par	pare	VERB	_
14-2b	_	_	_	li	li	PRON	_
14-3	TO999	14	oltre	oltre	oltre	ADV	_
14-4	TO999	14	all'	all'	_	_	Truncated=Yes
14-4a	_	_	_	a	a	ADP	_
14-4b	_	_	_	l'	il	DET	_
14-5	TO999	14	italiano?	italiano	italiano	NOUN	Intonation=rising
15-0	TO042	15	e:h,	eh	eh	INTJ	Intonation=weakly_rising
16-0	TO042	16	inglese,	inglese	inglese	ADJ	Intonation=weakly_rising
17-0	TO042	17	francese,	francese	francese	ADJ	Intonation=weakly_rising
18-0	TO042	18	un	un	uno	DET	_
18-1	TO042	18	po'::	po'	poco	PRON	_
18-2	TO042	18	di	di	di	ADP	_
18-3	TO042	18	tedesco,	tedesco	tedesco	ADJ	Intonation=weakly_rising
19-0	TO042	19	ho	ho	avere	AUX	_
19-1	TO042	19	s~	s~	s~	PROPN	Interrupted=Yes
20-0	TO042	20	studiato	studiato	studiare	VERB	_
20-1	TO042	20	pe:r,	per	per	ADP	Intonation=weakly_rising
21-0	TO042	21	divertimento	divertimento	divertimento	NOUN	_
21-1	TO042	21	l'	l'	il	DET	Truncated=Yes
21-2	TO042	21	olandese	olandese	olandese	NOUN	_
21-3	TO042	21	ma	ma	ma	CCONJ	_
21-4	TO042	21	>non	non	non	ADV	_
21-5	TO042	21	so	so	sapere	VERB	_
21-6	TO042	21	quasi	quasi	quasi	ADV	_
21-7	TO042	21	niente	niente	niente	PRON	_
21-8	TO042	21	vabbè	vabbè	vabbere	VERB	_
21-9	TO042	21	latino	latino	latare	VERB	_
21-10	TO042	21	il	il	il	DET	_
21-11	TO042	21	greco<	greco	greco	NOUN	_
21-12	TO042	21	perché	perché	poiperché	SCONJ	_
21-13	TO042	21	li	li	li	PRON	_
21-14	TO042	21	ho	ho	avere	AUX	_
21-15	TO042	21	studiati	studiati	studiare	VERB	_
21-16	TO042	21	{P}	{P}	_	_	_
21-17	TO042	21	all'	all'	_	_	Truncated=Yes
21-17a	_	_	_	a	a	ADP	_
21-17b	_	_	_	l'	il	DET	_
21-18	TO042	21	università	università	università	NOUN	_
21-19	TO042	21	e:h	eh	eh	INTJ	_
21-20	TO042	21	vabbè	vabbè	vabbere	VERB	_
21-21	TO042	21	il	il	il	DET	_
21-22	TO042	21	mio	mio	mio	DET	_
21-23	TO042	21	dialetto.	dialetto	dialetto	NOUN	Intonation=falling
22-0	TO999	22	okay.	okay	okay	NOUN	Intonation=falling
22-1	TO999	22	che	che	che	PRON	_
22-2	TO999	22	sarebbe	sarebbe	essere	VERB	_
22-3	TO999	22	di?	di	di	ADP	Intonation=rising
23-0	TO042	23	di::	di	di	ADP	_
23-1	TO042	23	nomepaese.	nomepaese	nomepaese	NOUN	Intonation=falling
23-2	TO042	23	in	in	in	ADP	_
23-3	TO042	23	provincia	provincia	provincia	NOUN	_
23-4	TO042	23	di:	di	di	ADP	_
23-5	TO042	23	vercelli.	vercelli	vercello	NOUN	Intonation=falling
24-0	TO999	24	okay.	okay	okay	NOUN	Intonation=falling
24-1	TO999	24	che	che	che	PRON	_
24-2	TO999	24	è	è	essere	AUX	_
24-3	TO999	24	dove	dove	dove	ADV	_
24-4	TO999	24	vivi	vivi	vivo	ADJ	_
24-5	TO999	24	adesso?	adesso	adesso	ADV	Intonation=rising
25-0	TO042	25	i::o::	io	io	PRON	_
25-1	TO042	25	ogni	ogni	ogni	DET	_
25-2	TO042	25	tanto	tanto	tanto	PRON	_
25-3	TO042	25	torno	torno	tornare	VERB	_
25-4	TO042	25	là	là	là	ADV	_
25-5	TO042	25	ma	ma	ma	CCONJ	_
25-6	TO042	25	vivo	vivo	vivo	ADJ	_
25-7	TO042	25	a	a	a	ADP	_
25-8	TO042	25	torino	torino	torino	NOUN	_
25-9	TO042	25	più	più	più	ADV	_
25-10	TO042	25	che	che	che	ADP	_
25-11	TO042	25	altro.	altro	altro	PRON	Intonation=falling
26-0	TO999	26	okay.	okay	okay	NOUN	Intonation=falling
27-0	TO999	27	e::h	eh	eh	ADV	ProsodicLink=Yes
27-1	TO999	27	mi	mi	mi	PRON	_
27-2	TO999	27	racconti	racconti	raccontare	VERB	_
27-3	TO999	27	un	un	uno	DET	_
27-4	TO999	27	momentino:	momentino	momentino	NOUN	_
27-5	TO999	27	dove	dove	dove	ADV	_
27-6	TO999	27	abiti	abiti	abitare	VERB	_
27-7	TO999	27	come	come	come	SCONJ	_
27-8	TO999	27	è	è	essere	AUX	_
27-9	TO999	27	fatta	fatta	fare	VERB	_
27-10	TO999	27	casa	casa	casa	NOUN	_
27-11	TO999	27	tua	tua	tuo	DET	_
27-12	TO999	27	da	da	da	ADP	_
27-13	TO999	27	quanto	quanto	quanto	ADV	_
27-14	TO999	27	ci	ci	ci	PRON	_
27-15	TO999	27	vivi?	vivi	vivare	VERB	Intonation=rising
28-0	TO042	28	sì,	sì	sì	ADV	Intonation=weakly_rising
29-0	TO042	29	e::	e	e	CCONJ	_
29-1	TO042	29	io	io	io	PRON	_
29-2	TO042	29	qui	qui	qui	ADV	_
29-3	TO042	29	a	a	a	ADP	_
29-4	TO042	29	torino	torino	toro	NOUN	_
29-5	TO042	29	abito,	abito	abito	ADJ	Intonation=weakly_rising
30-0	TO042	30	e::	e	e	CCONJ	_
30-1	TO042	30	in	in	in	ADP	_
30-2	TO042	30	@nomeluogo,	@nomeluogo,	_	_	_
30-2a	_	_	_	@nomeluogo	@nomeluogo	NOUN	_
30-2b	_	_	_	,	,	PUNCT	_
31-0	TO999	31	mhmh,	mhmh	mhmh	NOUN	Intonation=weakly_rising
32-0	TO042	32	e:h	eh	eh	INTJ	_
32-1	TO042	32	casa	casa	casa	NOUN	_
32-2	TO042	32	mia	mia	mio	PRON	_
32-3	TO042	32	{P}	{P}	_	_	_
32-4	TO042	32	è	è	essere	AUX	_
32-5	TO042	32	un	un	uno	DET	_
32-6	TO042	32	appartamento	appartamento	appartamento	NOUN	_
32-7	TO042	32	al,	al	_	_	Intonation=weakly_rising
32-7a	_	_	_	a	a	ADP	_
32-7b	_	_	_	il	il	DET	_
