token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	BO093	0	prima	prima	prima	ADV	_
0-1	BO093	0	di	di	di	ADP	_
0-2	BO093	0	tutto:	tutto	tutto	PRON	_
0-3	BO093	0	vi	vi	vi	PRON	_
0-4	BO093	0	ricordo	ricordo	ricordare	VERB	_
0-5	BO093	0	le	le	il	DET	_
0-6	BO093	0	lezioni	lezioni	lezione	NOUN	_
0-7	BO093	0	della	della	_	_	_
0-7a	_	_	_	di	di	ADP	_
0-7b	_	_	_	la	il	DET	_
0-8	BO093	0	prossima	prossima	prossimo	ADJ	_
0-9	BO093	0	settimana	settimana	settimana	NOUN	_
0-10	BO093	0	quindi	quindi	quindi	CCONJ	_
0-11	BO093	0	martedì	martedì	martedì	NOUN	_
0-12	BO093	0	prima	prima	prima	ADV	_
1-0	BO093	1	e::h	eh	eh	INTJ	_
1-1	BO093	1	dalle	dalle	_	_	_
1-1a	_	_	_	da	da	ADP	_
1-1b	_	_	_	le	il	DET	_
1-2	BO093	1	nove	nove	nove	NUM	_
1-3	BO093	1	alle	alle	_	_	_
1-3a	_	_	_	a	a	ADP	_
1-3b	_	_	_	le	il	DET	_
1-4	BO093	1	undici	undici	undici	NUM	_
1-5	BO093	1	come	come	come	ADV	_
1-6	BO093	1	al	al	_	_	_
1-6a	_	_	_	a	a	ADP	_
1-6b	_	_	_	il	il	DET	_
1-7	BO093	1	solito	solito	solito	NOUN	_
1-8	BO093	1	per	per	per	ADP	_
1-9	BO093	1	quelli	quelli	quello	PRON	_
1-10	BO093	1	che	che	che	PRON	_
1-11	BO093	1	seguono	seguono	seguire	VERB	_
1-12	BO093	1	il	il	il	DET	_
1-13	BO093	1	corsod	corsod	corsod	NOUN	_
1-14	BO093	1	a	a	a	ADP	_
1-15	BO093	1	sei	sei	sei	NUM	_
1-16	BO093	1	cfu,	cfu	cfu	NOUN	Intonation=weakly_rising
2-0	BO093	2	a::	a	a	ADP	_
2-1	BO093	2	giovedì	giovedì	giovedì	NOUN	_
2-2	BO093	2	e	e	e	CCONJ	_
2-3	BO093	2	venerdì	venerdì	venerdì	NOUN	_
2-4	BO093	2	dalle	dalle	_	_	_
2-4a	_	_	_	da	da	ADP	_
2-4b	_	_	_	le	il	DET	_
2-5	BO093	2	nov~	nov~	nov~	PROPN	Interrupted=Yes
2-6	BO093	2	no	no	no	ADV	_
2-7	BO093	2	non	non	non	ADV	_
2-8	BO093	2	è	è	essere	AUX	_
2-9	BO093	2	vero	vero	vero	ADJ	_
2-10	BO093	2	martedì,	martedì	martedì	NOUN	Intonation=weakly_rising
3-0	BO093	3	[ride]	ride	ridere	VERB	_
3-1	BO093	3	per	per	per	ADP	_
3-2	BO093	3	tu:tti,	tutti	tutto	PRON	Intonation=weakly_rising
4-0	BO093	4	ehe	ehe	ea	NOUN	_
4-1	BO093	4	giovedì	giovedì	giovedì	NOUN	_
4-2	BO093	4	per	per	per	ADP	_
4-3	BO093	4	tutti	tutti	tutto	PRON	_
4-4	BO093	4	mentre	mentre	mentre	SCONJ	_
4-5	BO093	4	venerdì	venerdì	venerdì	NOUN	_
4-6	BO093	4	la	la	il	DET	_
4-7	BO093	4	lettura	lettura	lettura	NOUN	_
4-8	BO093	4	degli	degli	_	_	_
4-8a	_	_	_	di	di	ADP	_
4-8b	_	_	_	gli	il	DET	_
4-9	BO093	4	articoli	articoli	articolo	NOUN	_
4-10	BO093	4	dalle	dalle	_	_	_
4-10a	_	_	_	da	da	ADP	_
4-10b	_	_	_	le	il	DET	_
4-11	BO093	4	nove	nove	nove	NUM	_
4-12	BO093	4	alle	alle	_	_	_
4-12a	_	_	_	a	a	ADP	_
4-12b	_	_	_	le	il	DET	_
4-13	BO093	4	undici.	undici	undici	NUM	Intonation=falling
5-0	BO093	5	confermate?	confermate	confermare	VERB	Intonation=rising
5-1	BO093	5	okay	okay	okay	NOUN	_
6-0	BO093	6	e::hm	ehm	ehm	NOUN	_
6-1	BO093	6	perfetto	perfetto	perfetto	ADJ	_
6-2	BO093	6	così	così	così	ADV	_
6-3	BO093	6	arriviamo	arriviamo	arrivare	VERB	_
6-4	BO093	6	alla	alla	_	_	_
6-4a	_	_	_	a	a	ADP	_
6-4b	_	_	_	la	il	DET	_
6-5	BO093	6	lettura	lettura	lettura	NOUN	_
6-6	BO093	6	degli	degli	_	_	_
6-6a	_	_	_	di	di	ADP	_
6-6b	_	_	_	gli	il	DET	_
6-7	BO093	6	artcoli	artcoli	artcolo	NOUN	_
6-8	BO093	6	avendo	avendo	avere	AUX	_
6-9	BO093	6	trattato	trattato	trattare	VERB	_
6-10	BO093	6	tutte	tutte	tutto	DET	_
6-11	BO093	6	le	le	il	DET	_
6-12	BO093	6	patologie	patologie	patologia	NOUN	_
6-13	BO093	6	di	di	di	ADP	_
6-14	BO093	6	xx	x	x	SYM	_
6-15	BO093	6	allora	allora	allora	ADV	_
6-16	BO093	6	con	con	con	ADP	_
6-17	BO093	6	la	la	il	DET	_
6-18	BO093	6	lezione	lezione	lezione	NOUN	_
6-19	BO093	6	di	di	di	ADP	_
6-20	BO093	6	oggi	oggi	oggi	ADV	_
6-21	BO093	6	iniziamo	iniziamo	iniziare	VERB	_
6-22	BO093	6	a	a	a	ADP	_
6-23	BO093	6	parlare	parlare	parlare	VERB	_
7-0	BO093	7	dele	dele	dela	NOUN	_
7-1	BO093	7	dei	dei	_	_	_
7-1a	_	_	_	di	di	ADP	_
7-1b	_	_	_	i	il	DET	_
7-2	BO093	7	meccanismi	meccanismi	meccanisme	NOUN	_
7-3	BO093	7	cellulari	cellulari	cellulare	ADJ	_
7-4	BO093	7	e	e	e	CCONJ	_
7-5	BO093	7	molecolari	molecolari	molecolare	ADJ	_
7-6	BO093	7	che	che	che	PRON	_
7-7	BO093	7	sono	sono	essere	VERB	_
7-8	BO093	7	alla	alla	_	_	_
7-8a	_	_	_	a	a	ADP	_
7-8b	_	_	_	la	il	DET	_
7-9	BO093	7	base	base	base	NOUN	_
7-10	BO093	7	delle	delle	_	_	_
7-10a	_	_	_	di	di	ADP	_
7-10b	_	_	_	le	il	DET	_
7-11	BO093	7	loro	loro	loro	DET	_
