token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO056,0,0,1,io,io,io,PRON,_
0-1,BO056,0,0,2,da,da,da,ADP,_
0-2,BO056,0,0,3,@nomeluogo,@nomeluogo,@nomeluogo,PROPN,_
0-3,BO056,0,0,4,un,un,uno,DET,_
0-4,BO056,0,0,5,anno,anno,anno,NOUN,_
0-5,BO056,0,0,6,s:ono,sono,essere,AUX,_
0-6,BO056,0,0,7,venuto,venuto,venere,VERB,_
1-0,BO056,1,1,1,anche,anche,anche,ADV,_
1-1,BO056,1,1,2,se,se,se,SCONJ,_
1-2,BO056,1,1,3,@nomeluogo,@nomeluogo,@nomeluogo,PROPN,_
1-3,BO056,1,1,4,è,è,essere,AUX,_
1-4,BO056,1,1,5,un,un,uno,DET,_
1-5,BO056,1,1,6,quartiere,quartiere,quartiere,NOUN,_
1-6,BO056,1,1,7,tipo,tipo,tipo,NOUN,_
1-7,BO056,1,1,8-9,nella,nella,_,_,_
1-7a,_,_,1,8,_,in,in,ADP,_
1-7b,_,_,1,9,_,la,il,DET,_
1-8,BO056,1,1,10,periferia,periferia,periferia,NOUN,_
1-9,BO056,1,1,11,di,di,di,ADP,_
1-10,BO056,1,1,12,cesena,cesena,Cesena,PROPN,_
1-11,BO056,1,1,13,poi,poi,poi,ADV,_
1-12,BO056,1,1,14,dopo,dopo,dopo,ADP,_
1-13,BO056,1,1,15,tipo,tipo,tipo,NOUN,_
2-0,BO056,2,2,1,diec~,diec~,dieci,NUM,_
2-1,BO056,2,2,2,anni,anni,anno,NOUN,_
2-2,BO056,2,2,3,che,che,che,PRON,_
2-3,BO056,2,2,4,vivevo,vivevo,vivere,VERB,_
2-4,BO056,2,2,5,lì,lì,lì,ADV,_
2-5,BO056,2,2,6,mi,mi,mi,PRON,_
2-6,BO056,2,2,7,sono,sono,essere,AUX,_
2-7,BO056,2,2,8,spostato,spostato,spostato,VERB,_
2-8,BO056,2,2,9,a,a,a,ADP,_
2-9,BO056,2,2,10,cento,cento,cento,NUM,_
2-10,BO056,2,2,11,metri,metri,metro,NOUN,_
2-11,BO056,2,2,12,più,più,più,ADV,_
2-12,BO056,2,2,13,in,in,in,ADP,_
2-13,BO056,2,2,14,là,là,là,ADV,_
3-0,BO056,3,3,1,>cioè<,cioè,cioè,ADV,_
3-1,BO056,3,3,2,tipo,tipo,tipo,NOUN,_
3-2,BO056,3,3,3,sì,sì,sì,ADV,_
3-3,BO056,3,3,4,no,no,no,ADV,_
3-4,BO056,3,3,5,perché,perché,perché,SCONJ,_
3-5,BO056,3,3,6,in,in,in,ADP,_
3-6,BO056,3,3,7,realtà,realtà,realtà,NOUN,_
3-7,BO056,3,3,8,i,i,il,DET,_
3-8,BO056,3,3,9,miei,miei,mio,PRON,_
3-9,BO056,3,3,10,volevano,volevano,volere,AUX,_
3-10,BO056,3,3,11,andare,andare,andare,VERB,_
3-11,BO056,3,3,12,in,in,in,ADP,_
3-12,BO056,3,3,13,un',un',uno,DET,_
3-13,BO056,3,3,14,altra,altra,altro,ADJ,_
3-14,BO056,3,3,15,zona,zona,zona,NOUN,_
3-15,BO056,3,3,16,solo,solo,solo,ADV,_
3-16,BO056,3,3,17,che,che,che,SCONJ,_
3-17,BO056,3,3,18,dopo,dopo,dopo,ADP,_
3-18,BO056,3,3,19,io,io,io,PRON,_
3-19,BO056,3,3,20,avevo,avevo,avere,AUX,_
3-20,BO056,3,3,21,fatto,fatto,fare,VERB,_
3-21,BO056,3,3,22,un,un,uno,DET,_
3-22,BO056,3,3,23,po',po',poco,PRON,_
3-23,BO056,3,3,24,di,di,di,ADP,_
3-24,BO056,3,3,25,pre:ssa,pressa,pressa,NOUN,_
4-0,BO056,4,4,1,perché,perché,perché,SCONJ,_
4-1,BO056,4,4,2,perdevo,perdevo,perdere,VERB,_
4-2,BO056,4,4,3,i,i,il,DET,_
4-3,BO056,4,4,4,miei,miei,mio,DET,_
4-4,BO056,4,4,5,amici,amici,amici,NOUN,_
4-5,BO056,4,4,6,quindi,quindi,quindi,ADV,_
4-6,BO056,4,4,7,>in,in,in,ADP,_
4-7,BO056,4,4,8,generale<,generale,generale,NOUN,_
4-8,BO056,4,4,9-10,(alla,alla,_,_,_
4-8a,_,_,4,9,_,a,a,ADP,_
4-8b,_,_,4,10,_,la,il,DET,_
4-9,BO056,4,4,11,fine),fine,fine,NOUN,_
4-10,BO056,4,4,12,si,si,si,PRON,_
4-11,BO056,4,4,13,sta,sta,stare,AUX,_
4-12,BO056,4,4,14,bene,bene,bene,ADV,_
4-13,BO056,4,4,15,tranquillo,tranquillo,tranquillo,ADJ,_
4-14,BO056,4,4,16,(.),[PAUSE],[PAUSE],X,_
4-15,BO056,4,4,17,quindi:,quindi,quindi,ADV,_
5-0,BO056,5,5,1,ci,ci,ci,PRON,_
5-1,BO056,5,5,2,siam',siamo,essere,AUX,_
5-2,BO056,5,5,3,spostati,spostati,spostare,VERB,_
5-3,BO056,5,5,4,lì::,lì,lì,ADV,_
5-4,BO056,5,5,5,solo,solo,solo,ADV,_
5-5,BO056,5,5,6,che,che,che,SCONJ,_
5-6,BO056,5,5,7-8,dai,dai,dare,VERB,_
5-7,BO056,5,5,9,è,è,essere,AUX,_
5-8,BO056,5,5,10,stato,stato,essere,VERB,_
5-9,BO056,5,5,11,[un,un,uno,DET,_
5-10,BO056,5,5,12,po',po',poco,ADV,_
5-11,BO056,5,5,13,peso],peso,peso,NOUN,_
6-0,BO054,6,6,1,[>cioè<,cioè,cioè,ADV,_
6-1,BO054,6,6,2,perdevi,perdevi,perdere,VERB,_
6-2,BO054,6,6,3,i,i,il,DET,_
6-3,BO054,6,6,4,tuoi,tuoi,tuo,DET,_
6-4,BO054,6,6,5,amici],amici,amico,NOUN,_
6-5,BO054,6,6,6,se,se,se,SCONJ,_
6-6,BO054,6,6,7,ti,ti,ti,PRON,_
6-7,BO054,6,6,8,spostavi,spostavi,spostare,VERB,_
6-8,BO054,6,6,9,cento,cento,cento,NUM,_
6-9,BO054,6,6,10,metri?,metri,metro,NOUN,_
7-0,BO056,7,7,1,no,no,no,ADV,_
7-1,BO056,7,7,2,no,no,no,ADV,_
7-2,BO056,7,7,3,no,no,no,ADV,_
7-3,BO056,7,7,4,no,no,no,ADV,_
7-4,BO056,7,7,5,i,i,il,DET,_
7-5,BO056,7,7,6,miei,miei,mio,PRON,_
7-6,BO056,7,7,7,volevano,volevano,volere,AUX,_
7-7,BO056,7,7,8,andare,andare,andare,VERB,_
7-8,BO056,7,7,9,in,in,in,ADP,_
7-9,BO056,7,7,10,un,un,uno,DET,_
7-10,BO056,7,7,11,altro,altro,altro,ADJ,_
7-11,BO056,7,7,12,quartiere,quartiere,quartiere,NOUN,_
8-0,BO054,8,8,1,a:::h,ah,ah,INTJ,_
8-1,BO054,8,8,2,okay,okay,ok,NOUN,_
9-0,BO056,9,9,1,poi,poi,poi,ADV,_
9-1,BO056,9,9,2,dopo,dopo,dopo,ADV,_
9-2,BO056,9,9,3,ma,ma,ma,CCONJ,_
9-3,BO056,9,9,4,in,in,in,ADP,_
9-4,BO056,9,9,5,realtà,realtà,realtà,NOUN,_
9-5,BO056,9,9,6,non,non,non,ADV,_
9-6,BO056,9,9,7,è,è,essere,AUX,_
9-7,BO056,9,9,8,per,per,per,ADP,_
9-8,BO056,9,9,9,quello,quello,quello,PRON,_
9-9,BO056,9,9,10,perché,perché,perché,SCONJ,_
9-10,BO056,9,9,11,tanto,tanto,tanto,ADV,_
9-11,BO056,9,9,12,avevo,avevo,avere,VERB,_
9-12,BO056,9,9,13,dieci,dieci,dieci,NUM,_
9-13,BO056,9,9,14,anni,anni,anno,NOUN,_
9-14,BO056,9,9,15,>cioè<,cioè,cioé,ADV,_
9-15,BO056,9,9,16,se,se,se,SCONJ,_
