token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO139,0,0,0,((ride)),((ride)),_,X,_
1-0,BO145,1,1,1,devi,devi,dovere,AUX,_
1-1,BO145,1,1,2,riprendere,riprendere,riprendere,VERB,_
1-2,BO145,1,1,3,adesso,adesso,adesso,ADV,_
1-3,BO145,1,1,4,te?,te,te,PRON,_
1-4,BO145,1,1,5,ah,ah,ah,INTJ,_
1-5,BO145,1,1,6,no,no,no,INTJ,_
1-6,BO145,1,1,7,devi,devi,dovere,AUX,_
1-7,BO145,1,1,8,stare,stare,stare,VERB,_
1-8,BO145,1,1,9,così,così,così,ADV,_
2-0,BO139,2,2,1,no,no,no,INTJ,_
2-1,BO139,2,2,2,sì,sì,sì,INTJ,_
2-2,BO139,2,2,3,sì,sì,sì,INTJ,_
2-3,BO139,2,2,4,te,te,te,PRON,_
2-4,BO139,2,2,5,stai,stai,stare,VERB,_
2-5,BO139,2,2,6,come:,come,come,ADPs,_
3-0,BO145,3,3,1,non,non,non,ADV,_
3-1,BO145,3,3,2,mi,mi,mi,PRON,_
3-2,BO145,3,3,3,ricordo,ricordo,ricordare,VERB,_
3-3,BO145,3,3,4,cosa,cosa,cosa,PRON,_
3-4,BO145,3,3,5,stavo,stavo,stare,AUX,_
3-5,BO145,3,3,6,dicendo,dicendo,dicere,VERB,_
4-0,BO139,4,4,0,((ride)),((ride)),_,X,_
5-0,BO139,5,5,0,((ride)),((ride)),_,X,_
6-0,BO145,6,6,1,adesso,adesso,adesso,ADV,_
6-1,BO145,6,6,2,mi,mi,mi,PRON,_
6-2,BO145,6,6,3,sento:,sento,sentire,VERB,_
7-0,BO139,7,7,1,[osservata],osservata,osservato,ADJ,_
8-0,BO145,8,8,1,[ascolta]t[a:,ascoltata,ascoltato,ADJ,_
8-1,BO145,8,8,2,sì:,sì,sì,INTJ,_
8-2,BO145,8,8,3,giudicata],giudicata,giudicato,ADJ,_
9-0,BO139,9,9,1,[eh,eh,eh,INTJ,_
9-1,BO139,9,9,2,devo,devo,dovere,AUX,_
9-2,BO139,9,9,3-4,farlo,farlo,_,_,_
9-2a,_,_,9,3,_,far,fare,VERB,_
9-2b,_,_,9,4,_,lo,lo,PRON,_
9-3,BO139,9,9,5,di,di,di,ADP,_
9-4,BO139,9,9,6,nascosto,nascosto,nascosto,ADJ,_
9-5,BO139,9,9,7,forse],forse,forse,ADV,_
10-0,BO145,10,10,1,ah,ah,ah,INTJ,_
10-1,BO145,10,10,2,vabbè,vabbè,vabbè,INTJ,_
10-2,BO145,10,10,3,non,non,non,ADV,_
10-3,BO145,10,10,4,è,è,essere,VERB,_
10-4,BO145,10,10,5,che,che,che,SCONJ,_
10-5,BO145,10,10,6,adesso,adesso,adesso,ADV,_
10-6,BO145,10,10,7,non,non,non,ADV,_
10-7,BO145,10,10,8,è,è,essere,AUX,_
10-8,BO145,10,10,9,che,che,che,SCONJ,_
10-9,BO145,10,10,10,c',c',ci,PRON,_
10-10,BO145,10,10,11,ho,ho,avere,VERB,_
10-11,BO145,10,10,12,problemi,problemi,problema,NOUN,_
10-12,BO145,10,10,13,a,a,a,ADP,_
10-13,BO145,10,10,14-15,parla',parla',_,_,_
10-13a,_,_,10,14,_,parla,parlare,VERB,_
10-13b,_,_,10,15,_,',',PUNCT,_
10-14,BO145,10,10,16,lo,lo,lo,PRON,_
10-15,BO145,10,10,17,sai,sai,sapere,VERB,_
11-0,BO139,11,11,0,((ride)),((ride)),_,X,_
12-0,BO145,12,12,1,quindi,quindi,quindi,ADV,_
12-1,BO145,12,12,2,((ride)),((ride)),_,X,_
13-0,BO139,13,13,1,eh,eh,eh,INTJ,_
13-1,BO139,13,13,2,ho,ho,avere,AUX,_
13-2,BO139,13,13,3,visto,visto,vedere,VERB,_
13-3,BO139,13,13,4,l',l',il,DET,_
13-4,BO139,13,13,5,altra,altra,altro,ADJ,_
13-5,BO139,13,13,6,volta,volta,volta,NOUN,_
14-0,BO145,14,14,1-2,dai,dai,dare,VERB,_
14-1,BO145,14,14,3,ma,ma,ma,CCONJ,_
14-2,BO145,14,14,4,è,è,essere,AUX,_
14-3,BO145,14,14,5,venuta,venuta,venire,VERB,_
14-4,BO145,14,14,6,così,così,così,ADV,_
14-5,BO145,14,14,7,male,male,male,ADV,_
14-6,BO145,14,14,8,>cioè:<,cioè,cioè,ADV,_
14-7,BO145,14,14,9,piena,piena,pieno,ADJ,_
14-8,BO145,14,14,10,de,de,di,ADP,_
14-9,BO145,14,14,11,parolacce,parolacce,parolaccia,NOUN,_
14-10,BO145,14,14,12,quella,quella,quello,DET,_
14-11,BO145,14,14,13,con[versaz~]?,conversaz~,conversazione,NOUN,_
15-0,BO139,15,15,1,[no,no,no,INTJ,_
15-1,BO139,15,15,2,non,non,non,ADV,_
15-2,BO139,15,15,3,è,è,essere,AUX,_
15-3,BO139,15,15,4,que]llo,quello,quello,PRON,_
15-4,BO139,15,15,5,è,è,essere,AUX,_
15-5,BO139,15,15,6,che,che,che,SCONJ,_
15-6,BO139,15,15,7,c',c',ci,PRON,_
15-7,BO139,15,15,8,è,è,essere,VERB,_
15-8,BO139,15,15,9,proprio,proprio,proprio,ADV,_
15-9,BO139,15,15,10,il,il,il,DET,_
15-10,BO139,15,15,11,punto,punto,punto,NOUN,_
15-11,BO139,15,15,12,in,in,in,ADP,_
15-12,BO139,15,15,13,cui,cui,cui,PRON,_
15-13,BO139,15,15,14,e,e,e,CCONJ,_
15-14,BO139,15,15,15,non,non,non,ADV,_
15-15,BO139,15,15,16,lo,lo,lo,PRON,_
15-16,BO139,15,15,17,ripeto,ripeto,ripetere,VERB,_
15-17,BO139,15,15,18,adesso,adesso,adesso,ADV,_
15-18,BO139,15,15,19,però,però,però,ADV,_
15-19,BO139,15,15,20,perché,perché,perché,SCONJ,_
15-20,BO139,15,15,21,((ride)),((ride)),_,X,_
16-0,BO145,16,16,1,[okay],okay,ok,INTJ,_
16-1,BO145,16,16,2,va,va,andare,VERB,_
16-2,BO145,16,16,3,bene,bene,bene,ADV,_
17-0,BO139,17,17,1,che,che,che,SCONJ,_
17-1,BO139,17,17,2,[fa],fa,fare,VERB,_
18-0,BO145,18,18,1,[co~],co~,co~,X,_
19-0,BO139,19,19,1,la,la,il,DET,_
19-1,BO139,19,19,2,prossima,prossima,prossimo,ADJ,_
19-2,BO139,19,19,3,volta,volta,volta,NOUN,_
19-3,BO139,19,19,4,ci,ci,ci,PRON,_
19-4,BO139,19,19,5,registriamo,registriamo,registrare,VERB,_
19-5,BO139,19,19,6,mentre,mentre,mentre,SCONJ,_
20-0,BO145,20,20,1,ah,ah,ah,INTJ,_
20-1,BO145,20,20,2,sì,sì,sì,INTJ,_
20-2,BO145,20,20,3,((ride)),((ride)),_,X,_
21-0,BO139,21,21,0,((ride)),((ride)),_,X,_
22-0,BO145,22,22,1,vabbè,vabbè,vabbè,INTJ,_
22-1,BO145,22,22,2,io,io,io,PRON,_
22-2,BO145,22,22,3,spero,spero,sperare,VERB,_
22-3,BO145,22,22,4,che,che,che,SCONJ,_
22-4,BO145,22,22,5,la,la,il,DET,_
22-5,BO145,22,22,6,prof,prof,prof,NOUN,_
22-6,BO145,22,22,7,non,non,non,ADV,_
22-7,BO145,22,22,8,sa,sa,sapere,VERB,_
22-8,BO145,22,22,9,chi,chi,chi,PRON,_
22-9,BO145,22,22,10,sono,sono,essere,AUX,_
22-10,BO145,22,22,11,io,io,io,PRON,_
23-0,BO139,23,23,1,eh,eh,eh,INTJ,_
23-1,BO139,23,23,2,eh,eh,eh,INTJ,_
24-0,BO145,24,24,1,no,no,no,INTJ,_
24-1,BO145,24,24,2-3,dai,dai,dare,VERB,_
24-2,BO145,24,24,4,ale,ale,Ale,PROPN,_
24-3,BO145,24,24,5,levalo,levalo,_,_,_
24-3a,_,_,,,_,leva,levare,VERB,_
24-3b,_,_,,,_,lo,lo,PRON,_
24-4,BO145,24,24,6,ti,ti,ti,PRON,_
24-5,BO145,24,24,7,prego,prego,pregare,VERB,_
24-6,BO145,24,24,8,quel,quel,quello,DET,_
24-7,BO145,24,24,9,pe[zzo],pezzo,pezzo,NOUN,_
25-0,BO139,25,25,1,[eh,eh,eh,INTJ,_
25-1,BO139,25,25,2,lo,lo,lo,PRON,_
25-2,BO139,25,25,3,bi]pperò,bipperò,bippare,VERB,_
25-3,BO139,25,25,4-5,dai,dai,dare,VERB,_
26-0,BO139,26,26,0,((ride)),((ride)),_,X,_
27-0,BO145,27,27,1,non,non,non,ADV,_
27-1,BO145,27,27,2,ti,ti,ti,PRON,_
27-2,BO145,27,27,3,prego,prego,pregare,VERB,_
27-3,BO145,27,27,4,(.),[PAUSE],_,X,_
27-4,BO145,27,27,5,ti,ti,ti,PRON,_
27-5,BO145,27,27,6,prego,prego,pregare,VERB,_
27-6,BO145,27,27,7,((ride)),((ride)),_,X,_
28-0,BO139,28,28,0,((ride)),((ride)),_,X,_
29-0,BO145,29,29,1,[un,un,uno,DET,_
29-1,BO145,29,29,2,con]to,conto,conto,NOUN,_
29-2,BO145,29,29,3,è,è,essere,VERB,_
29-3,BO145,29,29,4,se,se,se,SCONJ,_
29-4,BO145,29,29,5,l',l',lo,PRON,_
