token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,TO999,0,0,1,intorno,intorno,intorno,ADV,_
0-1,TO999,0,0,2-3,alle,alle,_,_,_
0-1a,_,_,0,2,_,a,a,ADP,_
0-1b,_,_,0,3,_,le,il,DET,_
0-2,TO999,0,0,4,dieci,dieci,dieci,NUM,_
0-3,TO999,0,0,5,a,a,a,ADP,_
0-4,TO999,0,0,6,questo,questo,questo,DET,_
0-5,TO999,0,0,7,punto,punto,punto,NOUN,_
1-0,TO999,1,1,1,xxx,x,x,SYM,_
1-1,TO999,1,1,2,xxx,x,x,SYM,_
1-2,TO999,1,1,3-4,alle,alle,_,_,_
1-2a,_,_,1,3,_,a,a,ADP,_
1-2b,_,_,1,4,_,le,il,DET,_
1-3,TO999,1,1,5,dieci,dieci,dieci,NUM,_
1-4,TO999,1,1,6,meno,meno,meno,ADV,_
1-5,TO999,1,1,7,dieci,dieci,dieci,NUM,_
2-0,TO999,2,2,1,ma,ma,ma,CCONJ,_
2-1,TO999,2,2,2,lei,lei,lei,PRON,_
2-2,TO999,2,2,3,a,a,a,ADP,_
2-3,TO999,2,2,4,che,che,che,PRON,_
2-4,TO999,2,2,5,ora,ora,ora,NOUN,_
2-5,TO999,2,2,6,finisce?,finisce,finire,VERB,_
3-0,BO013,3,3,1,dieci,dieci,dieci,NUM,_
4-0,TO999,4,4,1,lei,lei,lei,PRON,_
4-1,TO999,4,4,2,finisce,finisce,finire,VERB,_
4-2,TO999,4,4,3-4,alle,alle,_,_,_
4-2a,_,_,4,3,_,a,a,ADP,_
4-2b,_,_,4,4,_,le,il,DET,_
4-3,TO999,4,4,5,dieci?,dieci,dieci,NUM,_
4-4,TO999,4,4,6,io,io,io,PRON,_
4-5,TO999,4,4,7,allora,allora,allora,ADV,_
4-6,TO999,4,4,8,torno,torno,tornare,VERB,_
4-7,TO999,4,4,9-10,alle,alle,_,_,_
4-7a,_,_,4,9,_,a,a,ADP,_
4-7b,_,_,4,10,_,le,il,DET,_
4-8,TO999,4,4,11,dieci,dieci,dieci,NUM,_
5-0,TO999,5,5,1,non,non,non,ADV,_
5-1,TO999,5,5,2,la,la,la,PRON,_
5-2,TO999,5,5,3,distur[bo:::],disturbo,disturbare,VERB,_
6-0,BO013,6,6,1,[no,no,no,INTJ,_
6-1,BO013,6,6,2,ma],ma,ma,CCONJ,_
6-2,BO013,6,6,3,nessun,nessun,nessuno,DET,_
6-3,BO013,6,6,4,disturbo,disturbo,disturbo,NOUN,_
6-4,BO013,6,6,5,voglio,voglio,volere,AUX,_
6-5,BO013,6,6,6,dire,dire,dire,VERB,_
6-6,BO013,6,6,7,tranquillo,tranquillo,tranquillo,ADJ,_
6-7,BO013,6,6,8,cioè,cioè,cioè,CCONJ,_
6-8,BO013,6,6,9,proprio,proprio,proprio,ADV,_
7-0,BO013,7,7,1,nessun,nessun,nessuno,DET,_
7-1,BO013,7,7,2,problema,problema,problema,NOUN,_
8-0,TO999,8,8,1,controllo,controllo,controllare,VERB,_
8-1,TO999,8,8,2,solo,solo,solo,ADV,_
8-2,TO999,8,8,3,una,una,uno,DET,_
8-3,TO999,8,8,4,"cosa,",cosa,cosa,NOUN,_
9-0,TO999,9,9,1,la,la,la,PRON,_
9-1,TO999,9,9,2,ringrazio,ringrazio,ringraziare,VERB,_
9-2,TO999,9,9,3,è,è,essere,AUX,_
9-3,TO999,9,9,4,stato,stato,essere,AUX,_
9-4,TO999,9,9,5,molto,molto,molto,ADV,_
9-5,TO999,9,9,6,ge[ntile],gentile,gentile,ADJ,_
10-0,BO013,10,10,1,[ma,ma,ma,CCONJ,_
10-1,BO013,10,10,2,di,di,di,ADP,_
10-2,BO013,10,10,3,che]?,che,che,PRON,_
10-3,BO013,10,10,4,ci,ci,ci,PRON,_
10-4,BO013,10,10,5,mancherebbe,mancherebbe,mancare,VERB,_
11-0,TO999,11,11,1,per,per,per,ADP,_
11-1,TO999,11,11,2,ogni,ogni,ogni,DET,_
11-2,TO999,11,11,3,cosa,cosa,cosa,NOUN,_
11-3,TO999,11,11,4,siamo,siamo,essere,VERB,_
11-4,TO999,11,11,5,a,a,a,ADP,_
