token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO086,0,0,1,no,no,no,INTJ,_
0-1,BO086,0,0,2,mi,mi,mi,PRON,_
0-2,BO086,0,0,3,trovo:,trovo,trovare,VERB,_
0-3,BO086,0,0,4,molto,molto,molto,ADV,_
0-4,BO086,0,0,5,"bene,",bene,bene,ADV,_
1-0,BO086,1,1,1,ehm,ehm,ehm,INTJ,_
1-1,BO086,1,1,2,questo,questo,questo,PRON,_
1-2,BO086,1,1,3,è,è,essere,VERB,_
1-3,BO086,1,1,4,il,il,il,DET,_
1-4,BO086,1,1,5,(.),[PAUSE],[PAUSE],X,_
1-5,BO086,1,1,6,terzo,terzo,terzo,ADJ,_
1-6,BO086,1,1,7,anno,anno,anno,NOUN,_
1-7,BO086,1,1,8,che,che,che,PRON,_
1-8,BO086,1,1,9,sono,sono,essere,VERB,_
1-9,BO086,1,1,10,a,a,a,ADP,_
1-10,BO086,1,1,11,"bologna,",bologna,Bologna,PROPN,_
2-0,BO086,2,2,1,e:::,e,e,CCONJ,_
2-1,BO086,2,2,2,è,è,essere,VERB,_
2-2,BO086,2,2,3,molto:,molto,molto,ADV,_
2-3,BO086,2,2,4,è,è,essere,VERB,_
2-4,BO086,2,2,5,molto,molto,molto,ADV,_
2-5,BO086,2,2,6,interessante,interessante,interessante,ADJ,_
2-6,BO086,2,2,7,come,come,come,ADP,_
2-7,BO086,2,2,8,la,la,la,PRON,_
2-8,BO086,2,2,9,vedo,vedo,vedere,VERB,_
2-9,BO086,2,2,10,ora,ora,ora,ADV,_
2-10,BO086,2,2,11,dopo:,dopo,dopo,ADV,_
2-11,BO086,2,2,12,dopo,dopo,dopo,ADV,_
2-12,BO086,2,2,13,appunto,appunto,appunto,ADV,_
2-13,BO086,2,2,14,due,due,due,NUM,_
2-14,BO086,2,2,15,anni,anni,anno,NOUN,_
2-15,BO086,2,2,16,che,che,che,PRON,_
2-16,BO086,2,2,17,ci,ci,ci,PRON,_
2-17,BO086,2,2,18,sto.,sto,stare,VERB,_
3-0,BO086,3,3,1,perché::,perché,perché,SCONJ,_
3-1,BO086,3,3,2,quando,quando,quando,ADV,_
3-2,BO086,3,3,3,sono,sono,essere,AUX,_
3-3,BO086,3,3,4,arrivata,arrivata,arrivare,VERB,_
3-4,BO086,3,3,5,insomma,insomma,insomma,ADV,_
3-5,BO086,3,3,6,io,io,io,PRON,_
3-6,BO086,3,3,7,vengo,vengo,venire,VERB,_
3-7,BO086,3,3,8,da,da,da,ADP,_
3-8,BO086,3,3,9,un,un,uno,DET,_
3-9,BO086,3,3,10,posto,posto,posto,NOUN,_
3-10,BO086,3,3,11,(.),[PAUSE],[PAUSE],X,_
3-11,BO086,3,3,12-13,dalla,dalla,_,_,_
3-11a,_,_,3,12,_,da,da,ADP,_
3-11b,_,_,3,13,_,la,il,DET,_
3-12,BO086,3,3,14,svizzera,svizzera,Svizzera,PROPN,_
3-13,BO086,3,3,15,"italiana,",italiana,italiano,ADJ,_
3-14,BO086,3,3,16,da,da,da,ADP,_
3-15,BO086,3,3,17-18,"@nomepaese,","@nomepaese,",[PLACE],NOUN,_
4-0,BO086,4,4,1,che,che,che,PRON,_
4-1,BO086,4,4,2,è,è,essere,VERB,_
4-2,BO086,4,4,3,un,un,uno,DET,_
4-3,BO086,4,4,4,posto,posto,posto,NOUN,_
4-4,BO086,4,4,5,piccolo.,piccolo,piccolo,ADJ,_
4-5,BO086,4,4,6,e,e,e,CCONJ,_
