token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO087,0,0,1,è,è,essere,AUX,_
0-1,BO087,0,0,2,xxxxx,x,x,X,_
0-2,BO087,0,0,3,la,la,il,DET,_
0-3,BO087,0,0,4,"sua:,",sua,suo,DET,_
1-0,BO087,1,1,1,da,da,da,ADP,_
1-1,BO087,1,1,2,dove,dove,dove,ADV,_
1-2,BO087,1,1,3,"triennalista,",triennalista,triennalista,ADJ,_
1-3,BO087,1,1,4,"magi[stra:le],",magistrale,magistrale,ADJ,_
1-4,BO087,1,1,5,(.),[PAUSE],_,PUNCT,_
1-5,BO087,1,1,6,"magistrale,",magistrale,magistrale,ADJ,_
1-6,BO087,1,1,7,quindi,quindi,quindi,ADV,_
1-7,BO087,1,1,8,di,di,di,ADP,_
1-8,BO087,1,1,9,bibliografia?,bibliografia,bibliografia,NOUN,_
2-0,BO088,2,2,1,[no,no,no,ADV,_
2-1,BO088,2,2,2,magistrale].,magistrale,magistrale,ADJ,_
3-0,BO088,3,3,1,"no,",no,no,ADV,_
3-1,BO088,3,3,2,storia,storia,storia,NOUN,_
3-2,BO088,3,3,3-4,delle,delle,_,_,_
3-2a,_,_,3,3,_,di,di,ADP,_
3-2b,_,_,3,4,_,le,il,DET,_
3-3,BO088,3,3,5,[biblioteche].,biblioteche,biblioteca,NOUN,_
4-0,BO087,4,4,1,[ah,ah,ah,INTJ,_
4-1,BO087,4,4,2,>storia,storia,storia,NOUN,_
4-2,BO087,4,4,3,delle,delle,,ADJ,_
4-2a,,,,,,di,di,ADP,
4-2b,,,,,,le,il,DET,
4-3,BO087,4,4,4,"biblioteche<],",biblioteche,biblioteca,NOUN,_
4-4,BO087,4,4,5,(.),[PAUSE],_,PUNCT,_
4-5,BO087,4,4,6,dunque,dunque,dunque,ADV,_
4-6,BO087,4,4,7,ha,ha,avere,VERB,_
4-7,BO087,4,4,8,una,una,uno,DET,_
4-8,BO087,4,4,9,biblioteca,biblioteca,biblioteca,NOUN,_
4-9,BO087,4,4,10,di,di,di,ADP,_
4-10,BO087,4,4,11,cui,cui,cui,PRON,_
4-11,BO087,4,4,12,mi,mi,mi,PRON,_
4-12,BO087,4,4,13,[deve,deve,dovere,AUX,_
4-13,BO087,4,4,14,racco]ntare,raccontare,raccontare,VERB,_
4-14,BO087,4,4,15,(.),[PAUSE],_,PUNCT,_
4-15,BO087,4,4,16,quale,quale,quale,DET,_
4-16,BO087,4,4,17,biblioteca,biblioteca,biblioteca,NOUN,_
4-17,BO087,4,4,18,ha,ha,avere,AUX,_
4-18,BO087,4,4,19,scelto?,scelto,scegliere,VERB,_
4-19,BO087,4,4,20,(.),[PAUSE],_,PUNCT,_
