token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO097,0,0,1,eva,eva,Eva,PROPN,_
0-1,BO097,0,0,2,non,non,non,ADV,_
0-2,BO097,0,0,3,mi,mi,mi,PRON,_
0-3,BO097,0,0,4,piace,piace,piacere,VERB,_
0-4,BO097,0,0,5,questo,questo,questo,DET,_
0-5,BO097,0,0,6,libro,libro,libro,NOUN,_
1-0,BO095,1,1,1,non,non,non,ADV,_
1-1,BO095,1,1,2,ti,ti,ti,PRON,_
1-2,BO095,1,1,3,piace,piace,piacere,VERB,_
1-3,BO095,1,1,4,questo,questo,questo,DET,_
1-4,BO095,1,1,5,libro?,libro,libro,NOUN,_
1-5,BO095,1,1,6,perché?,perché,perché,SCONJ,_
2-0,BO097,2,2,1,no:,no,no,INTJ,_
2-1,BO097,2,2,2,ma,ma,ma,CCONJ,_
2-2,BO097,2,2,3,ha,ha,avere,AUX,_
2-3,BO097,2,2,4,vinto,vinto,vincere,VERB,_
2-4,BO097,2,2,5,il,il,il,DET,_
2-5,BO097,2,2,6,premio,premio,premio,NOUN,_
2-6,BO097,2,2,7,strega,strega,Strega,PROPN,_
2-7,BO097,2,2,8,e,e,e,CCONJ,_
2-8,BO097,2,2,9,mi,mi,mi,PRON,_
2-9,BO097,2,2,10,ero,ero,essere,AUX,_
2-10,BO097,2,2,11,ripromessa,ripromessa,ripromettere,VERB,_
2-11,BO097,2,2,12,di,di,di,ADP,_
2-12,BO097,2,2,13-14,leggerlo,leggerlo,_,_,_
2-12a,_,_,2,13,_,legger,leggere,VERB,_
2-12b,_,_,2,14,_,lo,lo,PRON,_
3-0,BO095,3,3,1,mh,mh,mh,INTJ,_
3-1,BO095,3,3,2,"mh,",mh,mh,INTJ,_
4-0,BO097,4,4,1,cosa:,cosa,cosa,PRON,_
5-0,BO097,5,5,1,co[sa],cosa,cosa,PRON,_
6-0,BO095,6,6,1,[xx]x,x,x,X,_
6-1,BO095,6,6,2,non,non,non,ADV,_
6-2,BO095,6,6,3,vedo,vedo,vedere,VERB,_
6-3,BO095,6,6,4,senza,senza,senza,ADP,_
6-4,BO095,6,6,5,xxx,x,x,X,_
7-0,BO097,7,7,1,xx,x,x,X,_
7-1,BO097,7,7,2,letto,letto,letto,NOUN,_
7-2,BO097,7,7,3,vent',vent',venti,NUM,_
7-3,BO097,7,7,4,anni,anni,anno,NOUN,_
8-0,BO095,8,8,1,xxxx,x,x,SYM,_
8-1,BO095,8,8,2,non,non,non,ADV,_
8-2,BO095,8,8,3,lo,lo,lo,PRON,_
8-3,BO095,8,8,4,conosco,conosco,conoscere,VERB,_
9-0,BO095,9,9,1,xx,x,x,X,_
9-1,BO095,9,9,2,era,era,essere,AUX,_
9-2,BO095,9,9,3,un,un,uno,DET,_
9-3,BO095,9,9,4,"li[bro],",libro,libro,NOUN,_
10-0,BO097,10,10,1,[xx]xx,x,x,X,_
10-1,BO097,10,10,2,xxx,x,x,X,_
11-0,BO095,11,11,1,un,un,uno,DET,_
11-1,BO095,11,11,2,libro,libro,libro,NOUN,_
11-2,BO095,11,11,3,che,che,che,SCONJ,_
11-3,BO095,11,11,4,ha,ha,avere,AUX,_
11-4,BO095,11,11,5,vinto,vinto,vincere,VERB,_
11-5,BO095,11,11,6,il,il,il,DET,_
11-6,BO095,11,11,7,premio,premio,premio,NOUN,_
11-7,BO095,11,11,8,strega,strega,Strega,PROPN,_
11-8,BO095,11,11,9,che,che,che,SCONJ,_
11-9,BO095,11,11,10,volevo,volevo,volere,AUX,_
11-10,BO095,11,11,11,leggere,leggere,leggere,VERB,_
11-11,BO095,11,11,12,era,era,essere,AUX,_
11-12,BO095,11,11,13,acciaio,acciaio,Acciaio,PROPN,_
11-13,BO095,11,11,14,credo,credo,credere,VERB,_
12-0,BO097,12,12,1,sì,sì,sì,INTJ,_
12-1,BO097,12,12,2,l',l',lo,PRON,_
12-2,BO097,12,12,3,ho,ho,avere,AUX,_
12-3,BO097,12,12,4,sentito,sentito,sentire,VERB,_
12-4,BO097,12,12,5,(.),[PAUSE],[PAUSE],X,_
12-5,BO097,12,12,6,no:,no,no,INTJ,_
12-6,BO097,12,12,7,io,io,io,PRON,_
12-7,BO097,12,12,8,non,non,non,ADV,_
12-8,BO097,12,12,9,lo,lo,lo,PRON,_
12-9,BO097,12,12,10,voglio,voglio,volere,AUX,_
12-10,BO097,12,12,11,leggere,leggere,leggere,VERB,_
12-11,BO097,12,12,12,secondo,secondo,secondo,ADP,_
12-12,BO097,12,12,13,me,me,me,PRON,_
12-13,BO097,12,12,14,non,non,non,ADV,_
12-14,BO097,12,12,15,mi,mi,mi,PRON,_
12-15,BO097,12,12,16,ispira,ispira,ispirare,VERB,_
12-16,BO097,12,12,17,quel,quel,quello,DET,_
12-17,BO097,12,12,18,libro,libro,libro,NOUN,_
12-18,BO097,12,12,19,lì,lì,lì,ADV,_
13-0,BO097,13,13,1,[cioè,cioè,cioè,CCONJ,_
13-1,BO097,13,13,2,l',l',lo,PRON,_
13-2,BO097,13,13,3,ha,ha,avere,AUX,_
13-3,BO097,13,13,4,letto],letto,leggere,VERB,_
13-4,BO097,13,13,5,una,una,uno,DET,_
13-5,BO097,13,13,6,mia,mia,mio,DET,_
13-6,BO097,13,13,7,amica,amica,amico,NOUN,_
13-7,BO097,13,13,8,e::,e,e,CCONJ,_
14-0,BO095,14,14,1,[qual,qual,quale,PRON,_
14-1,BO095,14,14,2,è,è,essere,AUX,_
14-2,BO095,14,14,3,che,che,che,SCONJ,_
14-3,BO095,14,14,4,ti,ti,ti,PRON,_
14-4,BO095,14,14,5,piace]?,piace,piacere,VERB,_
15-0,BO097,15,15,1,(boh,boh,boh,INTJ,_
15-1,BO097,15,15,2,credo,credo,credere,VERB,_
15-2,BO097,15,15,3,sia,sia,essere,AUX,_
15-3,BO097,15,15,4,bello,bello,bello,ADV,_
15-4,BO097,15,15,5,pesantino),pesantino,pesante,ADJ,_
16-0,BO097,16,16,1,no,no,no,INTJ,_
16-1,BO097,16,16,2,magari,magari,magari,ADV,_
16-2,BO097,16,16,3,è,è,essere,AUX,_
16-3,BO097,16,16,4,bello,bello,bello,ADJ,_
16-4,BO097,16,16,5,poi,poi,poi,ADV,_
16-5,BO097,16,16,6,eh,eh,eh,INTJ,_
17-0,BO095,17,17,1,è,è,essere,AUX,_
17-1,BO095,17,17,2,pesantino,pesantino,pesante,ADJ,_
17-2,BO095,17,17,3,pure,pure,pure,ADV,_
17-3,BO095,17,17,4,questo?,questo,questo,PRON,_
18-0,BO097,18,18,1,m:::h,mh,mh,INTJ,_
18-1,BO097,18,18,2,no,no,no,INTJ,_
19-0,BO097,19,19,1,cioè,cioè,cioè,ADV,_
19-1,BO097,19,19,2,fin',fin',fino,ADV,_
