token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO028,0,0,1,((ride)),((ride)),[LAUGH],X,_,
0-1,BO028,0,0,2,[la,la,il,DET,_
0-2,BO028,0,0,3,(quarta),quarta,quarto,NUM,_
0-3,BO028,0,0,4," vo]ce,",voce,voce,NOUN,_
1-0,BO030,1,1,1,[allora,allora,allora,ADV,_
1-1,BO030,1,1,2,noi,noi,noi,PRON,_
1-2,BO030,1,1,3,abbiamo,abbiamo,avere,VERB,_
1-3,BO030,1,1,4,un,un,uno,DET,_
1-4,BO030,1,1,5," problema],",problema,problema,NOUN,_
2-0,BO030,2,2,1,sì.,sì,sì,INTJ,_
2-1,BO030,2,2,2,sempre.,sempre,sempre,ADV,_
3-0,BO030,3,3,1,e:h,eh,eh,INTJ,_
3-1,BO030,3,3,2,per,per,per,ADP,_
3-2,BO030,3,3,3,l',l',il,DET,_
3-3,BO030,3,3,4,esame,esame,esame,NOUN,_
3-4,BO030,3,3,5,di,di,di,ADP,_
3-5,BO030,3,3,6,luglio.,luglio,luglio,NOUN,_
4-0,BO026,4,4,1,mh,mh,mh,INTJ,_
4-1,BO026,4,4,2,mh,mh,mh,INTJ,_
5-0,BO030,5,5,1-2,del,del,_,_,_
5-0a,_,_,5,1,_,di,di,ADP,_
5-0b,_,_,5,2,_,il,il,DET,_
5-1,BO030,5,5,3-4,dello,dello,_,_,_
5-1a,_,_,5,3,_,di,di,ADP,_
5-1b,_,_,5,4,_,lo,il,DET,_
5-2,BO030,5,5,5,scritto,scritto,scritto,NOUN,_
5-3,BO030,5,5,6," cioè,",cioè,cioè,CCONJ,_
6-0,BO030,6,6,1,non,non,non,ADV,_
6-1,BO030,6,6,2,è,è,essere,AUX,_
6-2,BO030,6,6,3,lo,lo,il,DET,_
6-3,BO030,6,6,4,scr[itto,scritto,scrivere,VERB,_
6-4,BO030,6,6,5,il,il,il,DET,_
6-5,BO030,6,6,6,problema].,problema,problema,NOUN,_
7-0,BO026,7,7,1,[quale,quale,quale,PRON,_
7-1,BO026,7,7,2,didattica,didattica,didattica,NOUN,_
7-2,BO026,7,7,3-4,d]ella,della,_,_,_
7-2a,_,_,7,3,_,di,di,ADP,_
7-2b,_,_,7,4,_,la,il,DET,_
7-3,BO026,7,7,5,lingua,lingua,lingua,NOUN,_
