token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO096,0,0,1,cioè,cioè,cioè,INTJ,_
0-1,BO096,0,0,2-3,al,al,_,_,_
0-1a,_,_,0,2,_,a,a,ADP,_
0-1b,_,_,0,3,_,il,il,DET,_
0-2,BO096,0,0,4,dubbio,dubbio,dubbio,NOUN,_
0-3,BO096,0,0,5,non,non,non,ADV,_
0-4,BO096,0,0,6,si,si,si,PRON,_
0-5,BO096,0,0,7,reagisce,reagisce,reagire,VERB,_
0-6,BO096,0,0,8,con,con,con,ADP,_
0-7,BO096,0,0,9,la,la,il,DET,_
0-8,BO096,0,0,10,fiducia,fiducia,fiducia,NOUN,_
0-9,BO096,0,0,11,cieca,cieca,cieca,ADJ,_
0-10,BO096,0,0,12,da,da,da,ADP,_
0-11,BO096,0,0,13,una,una,uno,PRON,_
0-12,BO096,0,0,14-15,delle,delle,_,_,_
0-12a,_,_,0,14,_,di,di,ADP,_
0-12b,_,_,0,15,_,le,il,DET,_
0-13,BO096,0,0,16,parti,parti,parte,NOUN,_
1-0,BO095,1,1,1,assolutamente,assolutamente,assoluto,ADV,_
2-0,BO095,2,2,1,ci,ci,ci,PRON,_
2-1,BO095,2,2,2,dovrebbe,dovrebbe,dovere,AUX,_
2-2,BO095,2,2,3,essere,essere,essere,VERB,_
2-3,BO095,2,2,4,"riflessione,",riflessione,riflessione,NOUN,_
2-4,BO095,2,2,5,ci,ci,ci,PRON,_
2-5,BO095,2,2,6,dovrebbe,dovrebbe,dovere,AUX,_
2-6,BO095,2,2,7,essere,essere,essere,VERB,_
2-7,BO095,2,2,8,indagine,indagine,indagine,NOUN,_
3-0,BO096,3,3,1,e,e,e,CCONJ,_
3-1,BO096,3,3,2,neanche,neanche,neanche,ADV,_
3-2,BO096,3,3,3-4,col,col,_,_,_
3-2a,_,_,3,3,_,con,con,ADP,_
3-2b,_,_,3,4,_,il,il,DET,_
3-3,BO096,3,3,5,totale,totale,totale,ADJ,_
3-4,BO096,3,3,6,scetticismo,scetticismo,scetticismo,NOUN,_
4-0,BO095,4,4,1,assolutamente,assolutamente,assoluto,ADV,_
5-0,BO095,5,5,1,però,però,però,ADV,_
5-1,BO095,5,5,2,una,una,uno,DET,_
5-2,BO095,5,5,3,buona,buona,buono,ADJ,_
5-3,BO095,5,5,4,dose,dose,dosa,NOUN,_
5-4,BO095,5,5,5,non,non,non,ADV,_
5-5,BO095,5,5,6,fa,fa,fare,VERB,_
5-6,BO095,5,5,7,male,male,male,ADV,_
5-7,BO095,5,5,8,eh,eh,eh,INTJ,_
5-8,BO095,5,5,9,di,di,di,ADP,_
5-9,BO095,5,5,10,[scetticismo],scetticismo,scetticismo,NOUN,_
6-0,BO096,6,6,1,[assolutame]nte,assolutamente,assoluto,ADV,_
7-0,BO096,7,7,1,no,no,no,ADV,_
7-1,BO096,7,7,2,lo,lo,il,DET,_
7-2,BO096,7,7,3,scetticismo,scetticismo,scetticismo,NOUN,_
7-3,BO096,7,7,4,fa,fa,fare,VERB,_
7-4,BO096,7,7,5,(spesso),spesso,spesso,ADV,_
7-5,BO096,7,7,6,bene,bene,bene,ADV,_
7-6,BO096,7,7,7,ma,ma,ma,CCONJ,_
7-7,BO096,7,7,8,quando,quando,quando,SCONJ,_
7-8,BO096,7,7,9,si,si,si,PRON,_
7-9,BO096,7,7,10,esagera,esagera,esagerare,VERB,_
7-10,BO096,7,7,11,non,non,non,ADV,_
7-11,BO096,7,7,12,significa,significa,significare,VERB,_
7-12,BO096,7,7,13,più,più,più,ADV,_
7-13,BO096,7,7,14,niente,niente,niente,PRON,_
8-0,BO095,8,8,1,diventa,diventa,diventare,VERB,_
8-1,BO095,8,8,2,complottismo,complottismo,complottismo,NOUN,_
9-0,BO096,9,9,1,tra:::,tra,tra,ADP,_
9-1,BO096,9,9,2,credere,credere,credere,VERB,_
9-2,BO096,9,9,3,a,a,a,ADP,_
9-3,BO096,9,9,4,tutto,tutto,tutto,PRON,_
9-4,BO096,9,9,5,e,e,e,CCONJ,_
9-5,BO096,9,9,6,credere,credere,credere,VERB,_
9-6,BO096,9,9,7,a,a,a,ADP,_
9-7,BO096,9,9,8,niente,niente,niente,PRON,_
9-8,BO096,9,9,9,non,non,non,ADV,_
9-9,BO096,9,9,10,cambia,cambia,cambiare,VERB,_
9-10,BO096,9,9,11,molto,molto,molto,ADV,_
10-0,BO095,10,10,1,è,è,essere,AUX,_
10-1,BO095,10,10,2,vero.,vero,vero,ADJ,_
11-0,BO096,11,11,1,con,con,con,ADP,_
11-1,BO096,11,11,2,quale,quale,quale,DET,_
11-2,BO096,11,11,3,criterio?,criterio,criterio,NOUN,_
12-0,BO096,12,12,1,comunque,comunque,comunque,ADV,_
12-1,BO096,12,12,2,il,il,il,DET,_
12-2,BO096,12,12,3,problema,problema,problema,NOUN,_
12-3,BO096,12,12,4,è,è,essere,AUX,_
12-4,BO096,12,12,5,"anche,",anche,anche,ADV,_
13-0,BO096,13,13,1,la,la,il,DET,_
13-1,BO096,13,13,2,maturità,maturità,maturità,NOUN,_
13-2,BO096,13,13,3-4,delle,delle,_,_,_
13-2a,_,_,13,3,_,di,di,ADP,_
13-2b,_,_,13,4,_,le,il,DET,_
13-3,BO096,13,13,5,persone,persone,persona,NOUN,_
13-4,BO096,13,13,6,un,un,uno,DET,_
13-5,BO096,13,13,7,po',po',poco,ADV,_
13-6,BO096,13,13,8,più,più,più,ADV,_
13-7,BO096,13,13,9,istruite,istruite,istruito,ADJ,_
14-0,BO096,14,14,1,tipo,tipo,tipo,NOUN,_
15-0,BO096,15,15,1,J,J,J,PROPN,_
