token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO095,0,0,1,ma,ma,ma,CCONJ,_
0-1,BO095,0,0,2,sei,sei,essere,VERB,_
0-2,BO095,0,0,3,vegetariana,vegetariana,vegetariano,ADJ,_
0-3,BO095,0,0,4,tu,tu,tu,PRON,_
0-4,BO095,0,0,5,se,se,se,SCONJ,_
0-5,BO095,0,0,6,posso,posso,potere,VERB,_
0-6,BO095,0,0,7,chiedere?,chiedere,chiedere,VERB,_
1-0,BO097,1,1,1,no,no,no,INTJ,_
1-1,BO097,1,1,2,no,no,no,INTJ,_
2-0,BO097,2,2,1,ho,ho,avere,VERB,_
2-1,BO097,2,2,2,solo,solo,solo,ADV,_
2-2,BO097,2,2,3,una,una,uno,DET,_
2-3,BO097,2,2,4,gran,gran,grande,ADJ,_
2-4,BO097,2,2,5,passione,passione,passione,NOUN,_
2-5,BO097,2,2,6,per,per,per,ADP,_
2-6,BO097,2,2,7,a:hm,ahm,ahm,INTJ,_
3-0,BO097,3,3,1,m::h,mh,mh,INTJ,_
3-1,BO097,3,3,2,per,per,per,ADP,_
3-2,BO097,3,3,3,questi,questi,questo,DET,_
3-3,BO097,3,3,4,tortini,tortini,tortino,NOUN,_
4-0,BO095,4,4,1,quelli,quelli,quello,PRON,_
4-1,BO095,4,4,2,tipo,tipo,tipo,NOUN,_
4-2,BO095,4,4,3-4,col,col,_,_,_
4-2a,_,_,4,3,_,con,con,ADP,_
4-2b,_,_,4,4,_,il,il,DET,_
4-3,BO095,4,4,5,tofu::,tofu,tofu,NOUN,_
5-0,BO097,5,5,1,mhmh,mhmh,mhmh,INTJ,_
6-0,BO097,6,6,1,comunque,comunque,comunque,ADV,_
6-1,BO097,6,6,2,il,il,il,DET,_
6-2,BO097,6,6,3,crudo,crudo,crudo,ADJ,_
6-3,BO097,6,6,4,poi,poi,poi,ADV,_
6-4,BO097,6,6,5,l',l',lo,DET,_
6-5,BO097,6,6,6,ho,ho,avere,AUX,_
6-6,BO097,6,6,7,preso,preso,prendere,VERB,_
6-7,BO097,6,6,8-9,alla,alla,_,_,_
6-7a,_,_,6,8,_,a,a,ADP,_
6-7b,_,_,6,9,_,la,il,DET,_
6-8,BO097,6,6,10,fine,fine,fine,NOUN,_
6-9,BO097,6,6,11,[(l',l',il,DET,_
6-10,BO097,6,6,12,altro,altro,altro,ADJ,_
6-11,BO097,6,6,13,giorno)],giorno,giorno,NOUN,_
7-0,BO095,7,7,1,[mhmh],mhmh,mhmh,INTJ,_
8-0,BO095,8,8,1,quale,quale,quale,PRON,_
8-1,BO095,8,8,2,quale?,quale,quale,PRON,_
9-0,BO097,9,9,1,quello,quello,quello,PRON,_
9-1,BO097,9,9,2,di,di,di,ADP,_
9-2,BO097,9,9,3,parma,parma,Parma,PROPN,_
9-3,BO097,9,9,4,se,se,se,SCONJ,_
9-4,BO097,9,9,5,non,non,non,ADV,_
9-5,BO097,9,9,6,mi,mi,mi,PRON,_
9-6,BO097,9,9,7,sbaglio,sbaglio,sbagliare,VERB,_
10-0,BO095,10,10,1,e,e,e,CCONJ,_
10-1,BO095,10,10,2,questo,questo,questo,PRON,_
10-2,BO095,10,10,3,pure,pure,pure,ADV,_
11-0,BO095,11,11,1,è,è,essere,VERB,_
11-1,BO095,11,11,2,in,in,in,ADP,_
11-2,BO095,11,11,3,offerta,offerta,offerta,NOUN,_
11-3,BO095,11,11,4,per,per,per,ADP,_
