token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO026,0,0,1,°prego.°,prego,prego,INTJ,_
1-0,BO042,1,1,1,"°sì,",sì,sì,ADV,_
1-1,BO042,1,1,2,io,io,io,PRON,_
1-2,BO042,1,1,3,sono::°,sono,essere,AUX,_
2-0,BO042,2,2,1,°sono,sono,essere,AUX,_
2-1,BO042,2,2,2,xxx,x,x,X,_
2-2,BO042,2,2,3,frequentante,frequentante,frequentante,ADJ,_
2-3,BO042,2,2,4,di::°,di,di,ADP,_
3-0,BO042,3,3,1,di::,di,di,ADP,_
3-1,BO042,3,3,2,>lingua,lingua,lingua,NOUN,_
3-2,BO042,3,3,3,e,e,e,CCONJ,_
3-3,BO042,3,3,4,cultura,cultura,cultura,NOUN,_
3-4,BO042,3,3,5,italiana,italiana,italiano,ADJ,_
3-5,BO042,3,3,6,per,per,per,ADP,_
3-6,BO042,3,3,7,s[tranie]ri<,stranieri,straniero,NOUN,_
3-7,BO042,3,3,8,e::,e,e,CCONJ,_
4-0,BO026,4,4,1,[mh],mh,mh,INTJ,_
5-0,BO042,5,5,1,italiano,italiano,italiano,NOUN,_
5-1,BO042,5,5,2,elledue.,elledue,L2,NOUN,_
6-0,BO042,6,6,1,e:,e,e,CCONJ,_
6-1,BO042,6,6,2,volevo,volevo,volere,AUX,_
6-2,BO042,6,6,3,chiedere,chiedere,chiedere,VERB,_
6-3,BO042,6,6,4,la,la,il,DET,_
6-4,BO042,6,6,5,possibil~,possibil~,possibilità,NOUN,_
6-5,BO042,6,6,6,so,so,sapere,VERB,_
6-6,BO042,6,6,7,che,che,che,SCONJ,_
6-7,BO042,6,6,8,lei::,lei,lei,PRON,_
7-0,BO042,7,7,1,a,a,a,ADP,_
7-1,BO042,7,7,2,lezione,lezione,lezione,NOUN,_
7-2,BO042,7,7,3,ci,ci,ci,PRON,_
7-3,BO042,7,7,4,ha,ha,avere,AUX,_
7-4,BO042,7,7,5,detto,detto,dire,VERB,_
7-5,BO042,7,7,6,che,che,che,SCONJ,_
7-6,BO042,7,7,7,è,è,essere,AUX,_
7-7,BO042,7,7,8,possibile,possibile,possibile,ADJ,_
7-8,BO042,7,7,9-10,farlo,farlo,_,_,_
7-8a,_,_,7,9,_,far,fare,VERB,_
7-8b,_,_,7,10,_,lo,lo,PRON,_
7-9,BO042,7,7,11,però,però,però,CCONJ,_
7-10,BO042,7,7,12,volevo,volevo,volere,AUX,_
7-11,BO042,7,7,13-15,"chiederglielo,",chiederglielo,_,_,_
7-11a,_,_,7,13,_,chieder,chiedere,VERB,_
7-11b,_,_,7,14,_,glie,gli,PRON,_
7-11c,_,_,7,15,_,lo,lo,PRON,
8-0,BO042,8,8,1,personalmente.,personalmente,personalmente,ADV,_
8-1,BO042,8,8,2,se,se,se,SCONJ,_
8-2,BO042,8,8,3,posso,posso,potere,AUX,_
8-3,BO042,8,8,4,dare,dare,dare,VERB,_
8-4,BO042,8,8,5,lo,lo,il,DET,_
8-5,BO042,8,8,6,scritto,scritto,scritto,NOUN,_
8-6,BO042,8,8,7,il,il,il,DET,_
8-7,BO042,8,8,8,dodici,dodici,dodici,NUM,_
8-8,BO042,8,8,9,"giugno,",giugno,giugno,NOUN,_
9-0,BO042,9,9,1,e,e,e,CCONJ,_
9-1,BO042,9,9,2,l',l',il,DET,_
9-2,BO042,9,9,3,orale,orale,orale,NOUN,_
9-3,BO042,9,9,4,a,a,a,ADP,_
9-4,BO042,9,9,5,l[uglio].,luglio,luglio,NOUN,_
10-0,BO026,10,10,1,[sì].,sì,sì,ADV,_
11-0,BO026,11,11,1-2,nella,nella,_,_,_
11-0a,_,_,11,1,_,in,in,ADP,_
11-0b,_,_,11,2,_,la,il,DET,_
11-1,BO026,11,11,3,stessa,stessa,stesso,ADJ,_
11-2,BO026,11,11,4,sessione,sessione,sessione,NOUN,_
11-3,BO026,11,11,5,sì.,sì,sì,ADV,_
12-0,BO042,12,12,1,perfet[to].,perfetto,perfetto,ADJ,_
13-0,BO026,13,13,1,[non],non,non,ADV,_
13-1,BO026,13,13,2,oltre.,oltre,oltre,ADV,_
14-0,BO042,14,14,1,devo,devo,dovere,AUX,_
14-1,BO042,14,14,2-3,iscriv[ermi:],iscrivermi,_,_,_
