token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO021,0,0,1,okay,okay,ok,INTJ,_
1-0,BO021,1,1,1,spero,spero,sperare,VERB,_
1-1,BO021,1,1,2,che,che,che,SCONJ,_
1-2,BO021,1,1,3,si,si,si,PRON,_
1-3,BO021,1,1,4,senta,senta,sentire,VERB,_
1-4,BO021,1,1,5,questa,questa,questo,PRON,_
1-5,BO021,1,1,6,qua,qua,qua,ADV,_
1-6,BO021,1,1,7,è,è,essere,AUX,_
1-7,BO021,1,1,8,proprio,proprio,proprio,ADV,_
1-8,BO021,1,1,9,una,una,uno,DET,_
1-9,BO021,1,1,10,(.),[PAUSE],[PAUSE],X,_
1-10,BO021,1,1,11,primissima,primissima,primo,ADJ,_
1-11,BO021,1,1,12,"prova,",prova,prova,NOUN,_
2-0,BO073,2,2,1,non,non,non,ADV,_
2-1,BO073,2,2,2,l',l',lo,PRON,_
2-2,BO073,2,2,3,hai,hai,avere,AUX,_
2-3,BO073,2,2,4,mai,mai,mai,ADV,_
2-4,BO073,2,2,5,usato,usato,usare,VERB,_
2-5,BO073,2,2,6,proprio?,proprio,proprio,ADV,_
3-0,BO021,3,3,1,l',l',lo,PRON,_
3-1,BO021,3,3,2,ho,ho,avere,AUX,_
3-2,BO021,3,3,3,usato,usato,usare,VERB,_
3-3,BO021,3,3,4,a,a,a,ADP,_
3-4,BO021,3,3,5,casetta,casetta,casa,NOUN,_
3-5,BO021,3,3,6,mia:,mia,mio,ADJ,_
3-6,BO021,3,3,7,l',l',lo,PRON,_
3-7,BO021,3,3,8,ho,ho,avere,AUX,_
3-8,BO021,3,3,9,messo,messo,mettere,VERB,_
3-9,BO021,3,3,10-11,sul,sul,_,_,_
3-9a,_,_,3,10,_,su,su,ADP,_
3-9b,_,_,3,11,_,il,il,DET,_
3-10,BO021,3,3,12,tavolo,tavolo,tavolo,NOUN,_
3-11,BO021,3,3,13,e,e,e,CCONJ,_
3-12,BO021,3,3,14,mi,mi,mi,PRON,_
3-13,BO021,3,3,15,sono,sono,essere,AUX,_
3-14,BO021,3,3,16,messa,messa,mettere,VERB,_
3-15,BO021,3,3,17,a,a,a,ADP,_
3-16,BO021,3,3,18,dire,dire,dire,VERB,_
3-17,BO021,3,3,19,ehi,ehi,ehi,INTJ,_
3-18,BO021,3,3,20,ehi,ehi,ehi,INTJ,_
3-19,BO021,3,3,21,prima,prima,primo,ADJ,_
3-20,BO021,3,3,22,prova,prova,prova,NOUN,_
3-21,BO021,3,3,23,prima,prima,primo,ADJ,_
3-22,BO021,3,3,24,prova,prova,prova,NOUN,_
