token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO093,0,0,1,prima,prima,prima,ADV,_
0-1,BO093,0,0,2,di,di,di,ADP,_
0-2,BO093,0,0,3,tutto:,tutto,tutto,PRON,_
0-3,BO093,0,0,4,vi,vi,vi,PRON,_
0-4,BO093,0,0,5,ricordo,ricordo,ricordare,VERB,_
0-5,BO093,0,0,6,le,le,il,DET,_
0-6,BO093,0,0,7,lezioni,lezioni,lezione,NOUN,_
0-7,BO093,0,0,8-9,della,della,_,_,_
0-7a,_,_,0,8,_,di,di,ADP,_
0-7b,_,_,0,9,_,la,il,DET,_
0-8,BO093,0,0,10,prossima,prossima,prossimo,ADJ,_
0-9,BO093,0,0,11,settimana,settimana,settimana,NOUN,_
0-10,BO093,0,0,12,quindi,quindi,quindi,CCONJ,_
0-11,BO093,0,0,13,martedì,martedì,martedì,NOUN,_
0-12,BO093,0,0,14,prima,prima,prima,ADV,_
1-0,BO093,1,1,1,e::h,eh,eh,INTJ,_
1-1,BO093,1,1,2-3,dalle,dalle,_,_,_
1-1a,_,_,1,2,_,da,da,ADP,_
1-1b,_,_,1,3,_,le,il,DET,_
1-2,BO093,1,1,4,nove,nove,nove,NUM,_
1-3,BO093,1,1,5-6,alle,alle,_,_,_
1-3a,_,_,1,5,_,a,a,ADP,_
1-3b,_,_,1,6,_,le,il,DET,_
1-4,BO093,1,1,7,undici,undici,undici,NUM,_
1-5,BO093,1,1,8,come,come,come,ADP,_
1-6,BO093,1,1,9-10,al,al,_,_,_
1-6a,_,_,1,9,_,a,a,ADP,_
1-6b,_,_,1,10,_,il,il,DET,_
1-7,BO093,1,1,11,solito,solito,solito,ADJ,_
1-8,BO093,1,1,12,per,per,per,ADP,_
1-9,BO093,1,1,13,quelli,quelli,quello,PRON,_
1-10,BO093,1,1,14,che,che,che,PRON,_
1-11,BO093,1,1,15,seguono,seguono,seguire,VERB,_
1-12,BO093,1,1,16,il,il,il,DET,_
1-13,BO093,1,1,17,corso,corso,corso,NOUN,_
1-14,BO093,1,1,18,da,da,da,ADP,_
1-15,BO093,1,1,19,sei,sei,sei,NUM,_
1-16,BO093,1,1,20,"cfu,",cfu,cfu,NOUN,_
2-0,BO093,2,2,1,a::,a,a,ADP,_
2-1,BO093,2,2,2,giovedì,giovedì,giovedì,NOUN,_
2-2,BO093,2,2,3,e,e,e,CCONJ,_
2-3,BO093,2,2,4,venerdì,venerdì,venerdì,NOUN,_
2-4,BO093,2,2,5-6,dalle,dalle,_,_,_
2-4a,_,_,2,5,_,da,da,ADP,_
2-4b,_,_,2,6,_,le,il,DET,_
2-5,BO093,2,2,7,nov~,nov~,nove,NUM,_
2-6,BO093,2,2,8,no,no,no,INTJ,_
2-7,BO093,2,2,9,non,non,non,ADV,_
2-8,BO093,2,2,10,è,è,essere,AUX,_
2-9,BO093,2,2,11,vero,vero,vero,ADJ,_
