token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,TO062,0,0,1,allora,allora,allora,ADV,_
0-1,TO062,0,0,2,"buongiorno,",buongiorno,buongiorno,NOUN,_
1-0,TO062,1,1,1,buongiorno,buongiorno,buongiorno,NOUN,_
2-0,TO062,2,2,1,sono,sono,essere,AUX,_
2-1,TO062,2,2,2,martina,martina,Martina,PROPN,_
2-2,TO062,2,2,3,"rossi,",rossi,Rossi,PROPN,_
3-0,TO062,3,3,1,e::h,eh,eh,INTJ,_
4-0,TO062,4,4,1,sono,sono,essere,AUX,_
4-1,TO062,4,4,2,professore,professore,professore,NOUN,_
4-2,TO062,4,4,3,associato,associato,associato,ADJ,_
4-3,TO062,4,4,4,di,di,di,ADP,_
4-4,TO062,4,4,5,letteratura,letteratura,letteratura,NOUN,_
4-5,TO062,4,4,6,"italiana,",italiana,italiano,ADJ,_
5-0,TO062,5,5,1,insegno,insegno,insegnare,VERB,_
5-1,TO062,5,5,2,qui,qui,qui,ADV,_
5-2,TO062,5,5,3,da,da,da,ADP,_
5-3,TO062,5,5,4,molti,molti,molto,ADV,_
5-4,TO062,5,5,5,"anni,",anni,anno,NOUN,_
6-0,TO062,6,6,1,forse,forse,forse,ADV,_
6-1,TO062,6,6,2,qualcuno,qualcuno,qualcuno,PRON,_
6-2,TO062,6,6,3,mi,mi,mi,PRON,_
6-3,TO062,6,6,4,ha,ha,avere,AUX,_
6-4,TO062,6,6,5,già,già,già,ADV,_
6-5,TO062,6,6,6,incontrato,incontrato,incontrare,VERB,_
6-6,TO062,6,6,7-8,al,al,_,_,_
6-6a,_,_,6,7,_,a,a,ADP,_
6-6b,_,_,6,8,_,il,il,DET,_
6-7,TO062,6,6,9,laboratorio,laboratorio,laboratorio,NOUN,_
6-8,TO062,6,6,10,di,di,di,ADP,_
6-9,TO062,6,6,11,scrittura,scrittura,scrittura,NOUN,_
6-10,TO062,6,6,12,(.),[PAUSE],[PAUSE],X,_
6-11,TO062,6,6,13,l',l',il,DET,_
6-12,TO062,6,6,14,anno,anno,anno,NOUN,_
6-13,TO062,6,6,15,"scorso,",scorso,scorso,ADJ,_
7-0,TO062,7,7,1,e::hm::,ehm,ehm,INTJ,_
8-0,TO062,8,8,1,spero,spero,sperare,VERB,_
8-1,TO062,8,8,2,quest',quest',questo,DET,_
8-2,TO062,8,8,3,anno,anno,anno,NOUN,_
8-3,TO062,8,8,4,di,di,di,ADP,_
8-4,TO062,8,8,5,essere,essere,essere,AUX,_
9-0,TO062,9,9,1,me:no:,meno,meno,ADV,_
10-0,TO062,10,10,1,di,di,di,ADP,_
10-1,TO062,10,10,2,dovervi,dovervi,_,_,_
10-1a,,,,,,dover,dovere,VERB,
10-1b,,,,,,vi,vi,PRON,
10-2,TO062,10,10,3,me:no,meno,meno,ADV,_
10-3,TO062,10,10,4,riprendere,riprendere,riprendere,VERB,_
11-0,TO062,11,11,1,"allora,",allora,allora,ADV,_
11-1,TO062,11,11,2,il,il,il,DET,_
11-2,TO062,11,11,3,corso,corso,corso,NOUN,_
11-3,TO062,11,11,4,di,di,di,ADP,_
11-4,TO062,11,11,5,(.),[PAUSE],[PAUSE],X,_
11-5,TO062,11,11,6,quest',quest',questo,DET,_
11-6,TO062,11,11,7,anno,anno,anno,NOUN,_
12-0,TO062,12,12,1,è,è,essere,AUX,_
12-1,TO062,12,12,2,un,un,uno,DET,_
12-2,TO062,12,12,3,corso,corso,corso,NOUN,_
12-3,TO062,12,12,4,(.),[PAUSE],[PAUSE],X,_
12-4,TO062,12,12,5,"avanzato,",avanzato,avanzato,ADJ,_
13-0,TO062,13,13,1,e::h,eh,eh,INTJ,_
13-1,TO062,13,13,2-3,nel,nel,_,_,_
13-1a,_,_,13,2,_,in,in,ADP,_
13-1b,_,_,13,3,_,il,il,DET,_
13-2,TO062,13,13,4,piano,piano,piano,NOUN,_
13-3,TO062,13,13,5,carriera,carriera,carriera,NOUN,_
13-4,TO062,13,13,6,di,di,di,ADP,_
