token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO002,0,0,1,e:[h,eh,eh,INTJ,_
0-1,BO002,0,0,2,mh],mh,mh,INTJ,_
1-0,BO003,1,1,1,[eh,eh,eh,INTJ,_
1-1,BO003,1,1,2,mh],mh,mh,INTJ,_
2-0,BO002,2,2,1,cosa,cosa,cosa,PRON,_
2-1,BO002,2,2,2,(.),[PAUSE],[PAUSE],X,_
2-2,BO002,2,2,3,stavamo,stavamo,stare,AUX,_
2-3,BO002,2,2,4,dicendo,dicendo,dire,VERB,_
2-4,BO002,2,2,5,"prima,",prima,prima,ADV,_
3-0,BO003,3,3,1,di,di,di,ADP,_
3-1,BO003,3,3,2,guido,guido,Guido,PROPN,_
4-0,BO002,4,4,1,ah,ah,ah,INTJ,_
4-1,BO002,4,4,2,(.),[PAUSE],[PAUSE],X,_
4-2,BO002,4,4,3,di,di,di,ADP,_
4-3,BO002,4,4,4,guido.,guido,Guido,PROPN,_
5-0,BO003,5,5,1,non,non,non,ADV,_
5-1,BO003,5,5,2,so,so,sapere,VERB,_
5-2,BO003,5,5,3,se,se,se,SCONJ,_
5-3,BO003,5,5,4,(.),[PAUSE],[PAUSE],X,_
5-4,BO003,5,5,5-6,scrivergli,scrivergli,_,_,_
5-4a,_,_,5,5,_,scriver,scrivere,VERB,_
5-4b,_,_,5,6,_,gli,gli,PRON,_
5-5,BO003,5,5,7,o,o,o,CCONJ,_
5-6,BO003,5,5,8,no.,no,no,ADV,_
5-7,BO003,5,5,9,tu,tu,tu,PRON,_
5-8,BO003,5,5,10,cosa,cosa,cosa,PRON,_
5-9,BO003,5,5,11,"dici,",dici,dire,VERB,_
6-0,BO002,6,6,1,provaci,provaci,provarci,VERB,_
6-1,BO002,6,6,2,((ride)),((ride)),[LAUGH],X,_
7-0,BO003,7,7,0,((ride)),((ride)),[LAUGH],X,_
8-0,BO002,8,8,1,perché?,perché,perché,SCONJ,_
8-1,BO002,8,8,2,(.),[PAUSE],[PAUSE],X,_
8-2,BO002,8,8,3,provaci,provaci,provarci,VERB,_
8-3,BO002,8,8,4,((ride)),((ride)),[LAUGH],X,_
9-0,BO003,9,9,1,dici?,dici,dire,VERB,_
10-0,BO002,10,10,1,eh.,eh,eh,INTJ,_
11-0,BO003,11,11,1,dici,dici,dire,VERB,_
11-1,BO003,11,11,2,che,che,che,SCONJ,_
11-2,BO003,11,11,3,risponde?,risponde,rispondere,VERB,_
12-0,BO002,12,12,1,secondo,secondo,secondo,ADP,_
12-1,BO002,12,12,2,me,me,me,PRON,_
12-2,BO002,12,12,3,sì.,sì,sì,ADV,_
13-0,BO002,13,13,1,se,se,se,SCONJ,_
13-1,BO002,13,13,2,lo,lo,lo,PRON,_
13-2,BO002,13,13,3,conosco,conosco,conoscere,VERB,_
13-3,BO002,13,13,4,abbastanza::,abbastanza,abbastanza,ADV,_
14-0,BO002,14,14,1,sì.,sì,sì,ADV,_
14-1,BO002,14,14,2,(.),[PAUSE],[PAUSE],X,_
14-2,BO002,14,14,3,magari,magari,magari,ADV,_
14-3,BO002,14,14,4,gli,gli,lo,PRON,_
14-4,BO002,14,14,5,dici,dici,dire,VERB,_
14-5,BO002,14,14,6,che,che,che,SCONJ,_
14-6,BO002,14,14,7,sei,sei,essere,VERB,_
14-7,BO002,14,14,8,amica,amica,amica,NOUN,_
14-8,BO002,14,14,9,mia.,mia,mio,DET,_
15-0,BO003,15,15,1,sì,sì,sì,ADV,_
15-1,BO003,15,15,2,sì,sì,sì,ADV,_
15-2,BO003,15,15,3,sì.,sì,sì,ADV,_
15-3,BO003,15,15,4,[per,per,per,ADP,_
15-4,BO003,15,15,5,non,non,non,ADV,_
15-5,BO003,15,15,6,essere],essere,essere,VERB,_
16-0,BO002,16,16,1,[perché,perché,perché,SCONJ,_
16-1,BO002,16,16,2,se,se,se,SCONJ,_
16-2,BO002,16,16,3,no,no,no,ADV,_
16-3,BO002,16,16,4,dice],dice,dire,VERB,_
16-4,BO002,16,16,5,che,che,che,SCONJ,_
16-5,BO002,16,16,6,è,è,essere,AUX,_
16-6,BO002,16,16,7,[sta,sta,questa,VERB,_
16-7,BO002,16,16,8,è,è,essere,AUX,_
16-8,BO002,16,16,9,pazza],pazza,pazzo,ADJ,_
16-9,BO002,16,16,10,((ride)),((ride)),[LAUGH],X,_
17-0,BO003,17,17,1,[perche]?,perche,perca,NOUN,_
18-0,BO003,18,18,1,no,no,no,ADV,_
18-1,BO003,18,18,2,sì,sì,sì,INTJ,_
18-2,BO003,18,18,3,sì.,sì,sì,ADV,_
18-3,BO003,18,18,4,ma::,ma,ma,CCONJ,_
18-4,BO003,18,18,5,magari,magari,magari,ADV,_
18-5,BO003,18,18,6,non,non,non,ADV,_
18-6,BO003,18,18,7,oggi,oggi,oggi,ADV,_
18-7,BO003,18,18,8,perché,perché,perché,SCONJ,_
18-8,BO003,18,18,9,sembro::,sembro,sembrare,VERB,_
19-0,BO002,19,19,1,no.,no,no,ADV,_
20-0,BO003,20,20,1,disperata,disperata,disperare,VERB,_
21-0,BO002,21,21,0,((ride)),((ride)),[LAUGH],X,_
22-0,BO003,22,22,0,((ride)),((ride)),[LAUGH],X,_
23-0,BO002,23,23,1,no,no,no,ADV,_
23-1,BO002,23,23,2,(.),[PAUSE],[PAUSE],X,_
23-2,BO002,23,23,3,vabbè,vabbè,vabbere,VERB,_
23-3,BO002,23,23,4,(.),[PAUSE],[PAUSE],X,_
23-4,BO002,23,23,5,con,con,con,ADP,_
23-5,BO002,23,23,6,ca:lma,calma,calma,NOUN,_
24-0,BO002,24,24,1,guarda,guarda,guarda,NOUN,_
24-1,BO002,24,24,2,è,è,essere,AUX,_
24-2,BO002,24,24,3,molto,molto,molto,ADV,_
24-3,BO002,24,24,4,carino,carino,carare,VERB,_
24-4,BO002,24,24,5,lui,lui,lui,PRON,_
24-5,BO002,24,24,6,(.),[PAUSE],[PAUSE],X,_
24-6,BO002,24,24,7,secondo,secondo,secondo,ADP,_
24-7,BO002,24,24,8,me,me,me,PRON,_
25-0,BO002,25,25,1,però,però,però,ADV,_
25-1,BO002,25,25,2,non,non,non,ADV,_
25-2,BO002,25,25,3,ti,ti,ti,PRON,_
25-3,BO002,25,25,4,voglio,voglio,volere,AUX,_
25-4,BO002,25,25,5,tirar,tirar,tirarre,VERB,_
25-5,BO002,25,25,6,dentro,dentro,dentro,ADP,_
25-6,BO002,25,25,7,co,co,co,ADJ,_
25-7,BO002,25,25,8,relazioni,relazioni,relazione,NOUN,_
25-8,BO002,25,25,9,a,a,a,ADP,_
25-9,BO002,25,25,10,dis[tanza],distanza,distanza,NOUN,_
26-0,BO003,26,26,1,[no,no,no,X,_
26-1,BO003,26,26,2,(.),[PAUSE],[PAUSE],X,_
26-2,BO003,26,26,3,no,no,no,X,_
26-3,BO003,26,26,4,"no,",no,no,X,_
26-4,BO003,26,26,5,no].,no,no,X,_
26-5,BO003,26,26,6,però,però,però,ADV,_
26-6,BO003,26,26,7,(.),[PAUSE],[PAUSE],X,_
26-7,BO003,26,26,8-9,[col,col,_,_,_
26-7a,_,_,26,8,_,con,con,ADP,_
26-7b,_,_,26,9,_,il,il,DET,_
26-8,BO003,26,26,10,fatto],fatto,fatto,NOUN,_
26-9,BO003,26,26,11,che,che,che,SCONJ,_
26-10,BO003,26,26,12,ora,ora,ora,ADV,_
26-11,BO003,26,26,13,sono,sono,essere,AUX,_
26-12,BO003,26,26,14,[libera],libera,libera,ADJ,_
27-0,BO002,27,27,1,"[però],",però,però,ADV,_
28-0,BO002,28,28,1,[eh].,eh,eh,NOUN,_
28-1,BO002,28,28,2,(.),[PAUSE],[PAUSE],X,_
28-2,BO002,28,28,3,esatto.,esatto,esatto,ADJ,_
28-3,BO002,28,28,4,"[magari],",magari,magari,ADV,_
29-0,BO003,29,29,1,[perché,perché,perché,SCONJ,_
29-1,BO003,29,29,2,"no],",no,no,ADV,_
30-0,BO002,30,30,1,potrebbe,potrebbe,potere,AUX,_
30-1,BO002,30,30,2,nascere,nascere,nascere,VERB,_
30-2,BO002,30,30,3,anche,anche,anche,ADV,_
30-3,BO002,30,30,4,un',un',uno,DET,_
30-4,BO002,30,30,5,amici:::zia:,amicizia,amicizia,NOUN,_
31-0,BO002,31,31,1,tutta,tutta,tutto,DET,_
31-1,BO002,31,31,2,>quella<,quella,quello,DET,_
31-2,BO002,31,31,3,cosa,cosa,cosa,NOUN,_
31-3,BO002,31,31,4,lì,lì,lì,ADV,_
32-0,BO003,32,32,1,sì,sì,sì,ADV,_
32-1,BO003,32,32,2,sì.,sì,sì,ADV,_
32-2,BO003,32,32,3,vabbè.,vabbè,vabbere,VERB,_
32-3,BO003,32,32,4,adesso,adesso,adesso,ADV,_
32-4,BO003,32,32,5,non,non,non,ADV,_
32-5,BO003,32,32,6,dobbiamo,dobbiamo,dovere,AUX,_
32-6,BO003,32,32,7-8,montarci,montarci,_,_,_
32-6a,_,_,32,7,_,montar,montare,VERB,_
32-6b,_,_,32,8,_,ci,ci,PRON,_
32-7,BO003,32,32,9,[la,la,il,DET,_
32-8,BO003,32,32,10,testa],testa,testa,NOUN,_
33-0,BO002,33,33,1,[no:],no,no,ADV,_
33-1,BO002,33,33,2,ma,ma,ma,CCONJ,_
33-2,BO002,33,33,3,infatti,infatti,infatti,ADV,_
33-3,BO002,33,33,4,ma,ma,ma,CCONJ,_
33-4,BO002,33,33,5,guarda,guarda,guardare,VERB,_
33-5,BO002,33,33,6,lui,lui,lui,PRON,_
33-6,BO002,33,33,7,[è,è,essere,AUX,_
33-7,BO002,33,33,8,molto,molto,molto,ADV,_
33-8,BO002,33,33,9,ca]ri:no,carino,carino,ADJ,_
33-9,BO002,33,33,10,eh,eh,eh,NOUN,_
34-0,BO003,34,34,1,[però,però,però,ADV,_
34-1,BO003,34,34,2,sì:],sì,sì,ADV,_
35-0,BO002,35,35,1,lui,lui,lui,PRON,_
35-1,BO002,35,35,2,era,era,essere,AUX,_
35-2,BO002,35,35,3,quello,quello,quello,PRON,_
35-3,BO002,35,35,4,che,che,che,PRON,_
35-4,BO002,35,35,5,si,si,si,PRON,_
35-5,BO002,35,35,6,"scriveva,",scriveva,scrivere,VERB,_
36-0,BO002,36,36,1,con,con,con,ADP,_
36-1,BO002,36,36,2,(.),[PAUSE],[PAUSE],X,_
36-2,BO002,36,36,3,"quella,",quella,quello,PRON,_
37-0,BO002,37,37,1,che,che,che,SCONJ,_
37-1,BO002,37,37,2,poi,poi,poi,ADV,_
37-2,BO002,37,37,3,si,si,si,PRON,_
37-3,BO002,37,37,4,è,è,essere,AUX,_
37-4,BO002,37,37,5,messa,messa,mettere,VERB,_
37-5,BO002,37,37,6,co,co,re,VERB,_
37-6,BO002,37,37,7,un,un,uno,DET,_
37-7,BO002,37,37,8,"altro,",altro,altro,PRON,_
37-8,BO002,37,37,9,(.),[PAUSE],[PAUSE],X,_
37-9,BO002,37,37,10,e,e,e,CCONJ,_
37-10,BO002,37,37,11,l',l',lo,PRON,_
37-11,BO002,37,37,12,ha,ha,avere,AUX,_
37-12,BO002,37,37,13,trattato,trattato,trattare,VERB,_
37-13,BO002,37,37,14,mali:s[simo],malissimo,male,ADV,_
38-0,BO003,38,38,1,[ah],ah,ah,INTJ,_
38-1,BO003,38,38,2,(.),[PAUSE],[PAUSE],X,_
38-2,BO003,38,38,3,sì,sì,sì,ADV,_
39-0,BO002,39,39,1,cioè,cioè,cioè,ADV,_
39-1,BO002,39,39,2,lei,lei,lei,PRON,_
