token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,TO086,0,0,1,ho,ho,avere,AUX,_
0-1,TO086,0,0,2,visto,visto,vedere,VERB,_
0-2,TO086,0,0,3,che,che,che,SCONJ,_
0-3,TO086,0,0,4,quella,quella,quello,DET,_
0-4,TO086,0,0,5,schiscetta,schiscetta,schiscetta,NOUN,_
1-0,TO086,1,1,1,è,è,essere,AUX,_
1-1,TO086,1,1,2,anche,anche,anche,ADV,_
1-2,TO086,1,1,3,tipo,tipo,tipo,NOUN,_
1-3,TO086,1,1,4,un,un,uno,DET,_
1-4,TO086,1,1,5,modello,modello,modello,NOUN,_
1-5,TO086,1,1,6,famoso,famoso,famoso,ADJ,_
2-0,TO085,2,2,1,questa?,questa,questo,PRON,_
3-0,TO086,3,3,1,s:ì,sì,sì,ADV,_
4-0,TO085,4,4,1,non,non,non,ADV,_
4-1,TO085,4,4,2,è,è,essere,VERB,_
4-2,TO085,4,4,3,un,un,uno,DET,_
4-3,TO085,4,4,4,modello,modello,modello,NOUN,_
5-0,TO086,5,5,1,no,no,no,ADV,_
5-1,TO086,5,5,2,che,che,che,PRON,_
5-2,TO086,5,5,3,ne,ne,ne,PRON,_
5-3,TO086,5,5,4,esiste,esiste,esistere,VERB,_
5-4,TO086,5,5,5,proprio,proprio,proprio,ADV,_
5-5,TO086,5,5,6,una,una,uno,DET,_
5-6,TO086,5,5,7,fatta,fatta,fare,NOUN,_
5-7,TO086,5,5,8,così::,così,così,ADV,_
6-0,TO086,6,6,1,che,che,che,PRON,_
6-1,TO086,6,6,2,è,è,essere,VERB,_
6-2,TO086,6,6,3,un,un,uno,DET,_
6-3,TO086,6,6,4,modello::,modello,modello,NOUN,_
6-4,TO086,6,6,5,famoso,famoso,famoso,ADJ,_
6-5,TO086,6,6,6-7,nell',nell',_,_,_
6-5a,_,_,6,6,_,in,in,ADP,_
6-5b,_,_,6,7,_,l',il,DET,_
6-6,TO086,6,6,8,ambito,ambito,ambito,NOUN,_
6-7,TO086,6,6,9-10,del,del,_,_,_
6-7a,_,_,6,9,_,di,di,ADP,_
6-7b,_,_,6,10,_,il,il,DET,_
6-8,TO086,6,6,11,design,design,design,NOUN,_
7-0,TO085,7,7,1,[m:::h],mh,mh,INTJ,_
8-0,TO086,8,8,1,[e,e,e,CCONJ,_
8-1,TO086,8,8,2,che],che,che,PRON,_
8-2,TO086,8,8,3,è,è,essere,AUX,_
8-3,TO086,8,8,4,esposta,esposta,esporre,VERB,_
8-4,TO086,8,8,5-6,nel,nel,_,_,_
8-4a,_,_,8,5,_,in,in,ADP,_
8-4b,_,_,8,6,_,il,il,DET,_
8-5,TO086,8,8,7,tipo,tipo,tipo,NOUN,_
8-6,TO086,8,8,8,museo,museo,museo,NOUN,_
8-7,TO086,8,8,9-10,del,del,_,_,_
8-7a,_,_,8,9,_,di,di,ADP,_
8-7b,_,_,8,10,_,il,il,DET,_
8-8,TO086,8,8,11,design,design,design,NOUN,_
8-9,TO086,8,8,12,di,di,di,ADP,_
8-10,TO086,8,8,13,monza,monza,Monza,NOUN,_
9-0,TO085,9,9,1,[stai,stai,stare,VERB,_
9-1,TO085,9,9,2,scherzando]?,scherzando,scherzare,VERB,_
10-0,TO086,10,10,1,[te,te,te,PRON,_
10-1,TO086,10,10,2,lo,lo,il,PRON,_
10-2,TO086,10,10,3,giuro],giuro,giuro,VERB,_
11-0,TO086,11,11,1,sì,sì,sì,ADV,_
11-1,TO086,11,11,2,(.),[PAUSE],[PAUSE],X,_
11-2,TO086,11,11,3,[no,no,no,ADV,_
11-3,TO086,11,11,4,non,non,non,ADV,_
11-4,TO086,11,11,5,sto,sto,stare,AUX,_
11-5,TO086,11,11,6,scherzando],scherzando,scherzare,VERB,_
12-0,TO085,12,12,1,[uno,uno,uno,NUM,_
12-1,TO085,12,12,2,come,come,come,ADV,_
12-2,TO085,12,12,3,fai,fai,fare,VERB,_
12-6,TO085,12,12,4,a,a,a,ADP,
12-3,TO085,12,12,5,sapere,sapere,sapere,VERB,_
12-4,TO085,12,12,6,queste],queste,questo,DET,_
