token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO112,0,0,1,si,si,si,PRON,_
0-1,BO112,0,0,2,sente?,sente,sentire,VERB,Intonation=rising
1-0,BO112,1,1,1,"incominciamo,",incominciamo,incominciare,VERB,Intonation=weakly_rising
2-0,BO112,2,2,1,ragazzi,ragazzi,ragazzo,NOUN,_
2-1,BO112,2,2,2,"oggi,",oggi,oggi,ADV,Intonation=weakly_rising
3-0,BO112,3,3,1,>allora<,allora,allora,ADV,_
3-1,BO112,3,3,2,oggi,oggi,oggi,ADV,_
3-2,BO112,3,3,3,io,io,io,PRON,_
3-3,BO112,3,3,4,{P},{P},_,_,_
3-4,BO112,3,3,5,non,non,non,ADV,_
3-5,BO112,3,3,6,ho,ho,avere,VERB,_
3-6,BO112,3,3,7,la,la,il,DET,_
3-7,BO112,3,3,8,voce.,voce,voce,NOUN,Intonation=falling
4-0,BO112,4,4,1,che,che,che,PRON,_
4-1,BO112,4,4,2,sono,sono,essere,AUX,_
4-2,BO112,4,4,3,sostanzialmente,sostanzialmente,sostanzialmente,ADV,_
4-3,BO112,4,4,4,{P},{P},_,_,_
4-4,BO112,4,4,5,malata.,malata,malato,ADJ,Intonation=falling
4-5,BO112,4,4,6,quindi,quindi,quindi,ADV,_
4-6,BO112,4,4,7-8,statemi,statemi,_,_,_
4-6a,_,_,4,7,_,state,stare,VERB,_
4-6b,_,_,4,8,_,mi,mi,PRON,_
4-7,BO112,4,4,9,lontano,lontano,lontano,ADV,_
4-8,BO112,4,4,10,però,però,però,ADV,_
4-9,BO112,4,4,11,son,son,essere,AUX,_
4-10,BO112,4,4,12,venuta,venuta,venire,VERB,_
4-11,BO112,4,4,13,lo,lo,il,DET,_
4-12,BO112,4,4,14,stesso,stesso,stesso,ADJ,_
4-13,BO112,4,4,15,perché,perché,perché,SCONJ,_
4-14,BO112,4,4,16,essendo,essendo,essere,AUX,_
4-15,BO112,4,4,17,la,la,il,DET,_
4-16,BO112,4,4,18,seconda,seconda,secondo,ADJ,_
4-17,BO112,4,4,19,lezione,lezione,lezione,NOUN,_
4-18,BO112,4,4,20,diventava,diventava,diventare,VERB,_
4-19,BO112,4,4,21,impossibile,impossibile,impossibile,ADJ,_
5-0,BO112,5,5,1,e::hm,ehm,ehm,INTJ,_
5-1,BO112,5,5,2,chi,chi,chi,PRON,_
5-2,BO112,5,5,3,di,di,di,ADP,_
5-3,BO112,5,5,4,voi,voi,voi,PRON,_
5-4,BO112,5,5,5,non,non,non,ADV,_
5-5,BO112,5,5,6,era,era,essere,VERB,_
5-6,BO112,5,5,7-8,alla,alla,_,_,_
