token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,???,0,0,1,xxx,x,x,SYM,_
0-1,???,0,0,2,adesso,adesso,adesso,ADV,_
0-2,???,0,0,3,xxx,x,x,SYM,_
1-0,???,1,1,1,c',c',ci,PRON,_
1-1,???,1,1,2,era,era,essere,VERB,_
1-2,???,1,1,3,lei,lei,lei,PRON,_
1-3,???,1,1,4,che,che,che,PRON,_
1-4,???,1,1,5,comunque,comunque,comunque,ADV,_
1-5,???,1,1,6,xxx,x,x,SYM,_
2-0,TO070,2,2,1,allora,allora,allora,ADV,_
2-1,TO070,2,2,2,preferite,preferite,preferire,VERB,_
2-2,TO070,2,2,3,sempre,sempre,sempre,ADV,_
2-3,TO070,2,2,4,se,se,se,SCONJ,_
2-4,TO070,2,2,5,uso,uso,usare,VERB,_
2-5,TO070,2,2,6,il,il,il,DET,_
2-6,TO070,2,2,7,microfono?,microfono,microfono,NOUN,_
2-7,TO070,2,2,8,almeno,almeno,almeno,ADV,_
2-8,TO070,2,2,9,per,per,per,ADP,_
2-9,TO070,2,2,10,iniziare?,iniziare,iniziare,VERB,_
3-0,TO070,3,3,1,va,va,andare,VERB,_
3-1,TO070,3,3,2,bene,bene,bene,ADV,_
4-0,TO070,4,4,1,sì,sì,sì,ADV,_
4-1,TO070,4,4,2,in,in,in,ADP,_
4-2,TO070,4,4,3,fondo,fondo,fondo,NOUN,_
5-0,TO070,5,5,1,è,è,essere,AUX,_
5-1,TO070,5,5,2,meglio,meglio,meglio,ADV,_
5-2,TO070,5,5,3,anche,anche,anche,ADV,_
5-3,TO070,5,5,4,per,per,per,ADP,_
5-4,TO070,5,5,5,me,me,me,PRON,_
5-5,TO070,5,5,6,perché,perché,perché,SCONJ,_
5-6,TO070,5,5,7,mi,mi,mi,PRON,_
5-7,TO070,5,5,8,dà,dà,dare,VERB,_
5-8,TO070,5,5,9,sempre,sempre,sempre,ADV,_
5-9,TO070,5,5,10,fastidio,fastidio,fastidio,NOUN,_
5-10,TO070,5,5,11-12,tenerlo,tenerlo,_,_,_
5-10a,_,_,5,11,_,tenere,tenere,VERB,_
5-10b,_,_,5,12,_,lo,lo,PRON,_
5-11,TO070,5,5,13,però,però,però,ADV,_
5-12,TO070,5,5,14,in,in,in,ADP,_
5-13,TO070,5,5,15,realtà,realtà,realtà,NOUN,_
5-14,TO070,5,5,16,la,la,il,DET,_
5-15,TO070,5,5,17,mia,mia,mio,ADJ,_
5-16,TO070,5,5,18,voce,voce,voce,NOUN,_
5-17,TO070,5,5,19,è,è,essere,AUX,_
5-18,TO070,5,5,20,più,più,più,ADV,_
5-19,TO070,5,5,21,contenta,contenta,contento,ADJ,_
5-20,TO070,5,5,22,ovviamente,ovviamente,ovviamente,ADV,_
5-21,TO070,5,5,23,se,se,se,SCONJ,_
6-0,TO070,6,6,1,l',l',la,PRON,_
6-1,TO070,6,6,2,aiuto,aiuto,aiutare,VERB,_
6-2,TO070,6,6,3,un,un,uno,DET,_
6-3,TO070,6,6,4,po'.,po',poco,ADV,_
7-0,TO070,7,7,1,e::h,eh,eh,INTJ,_
7-1,TO070,7,7,2,mh,mh,mh,INTJ,_
8-0,TO070,8,8,1,domande,domande,domanda,NOUN,_
8-1,TO070,8,8,2,cose,cose,cosa,NOUN,_
8-2,TO070,8,8,3,non::,non,non,ADV,_
8-3,TO070,8,8,4,non,non,non,ADV,_
8-4,TO070,8,8,5,"chiarite,",chiarite,chiarito,ADJ,_
9-0,TO070,9,9,1,qualcosa,qualcosa,qualcosa,PRON,_
9-1,TO070,9,9,2,che::,che,che,PRON,_
9-2,TO070,9,9,3,è,è,essere,AUX,_
9-3,TO070,9,9,4,rimasto::,rimasto,rimanere,VERB,_
9-4,TO070,9,9,5,(.),[PAUSE],[PAUSE],X,_
9-5,TO070,9,9,6,qualche,qualche,qualche,DET,_
9-6,TO070,9,9,7,dubbio?,dubbio,dubbio,NOUN,_
10-0,TO070,10,10,1,tutto,tutto,tutto,PRON,_
10-1,TO070,10,10,2,bene?,bene,bene,ADV,_
