token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,TO004,0,0,1,allora,allora,allora,ADV,_
1-0,TO004,1,1,1,visto,visto,vedere,VERB,_
1-1,TO004,1,1,2,"che,",che,che,SCONJ,_
2-0,TO004,2,2,1,non,non,non,ADV,_
2-1,TO004,2,2,2,<abbia:mo>,abbiamo,avere,VERB,_
3-0,TO004,3,3,1,la,la,il,DET,_
3-1,TO004,3,3,2,possibilità,possibilità,possibilità,NOUN,_
3-2,TO004,3,3,3,di,di,di,ADP,_
3-3,TO004,3,3,4,proiettare,proiettare,proiettare,VERB,_
3-4,TO004,3,3,5,<sli:de>,slide,slide,NOUN,Lang=dia
4-0,TO004,4,4,1,"<o:ggi>,",oggi,oggi,ADV,_
5-0,TO004,5,5,1,lo,lo,lo,PRON,_
5-1,TO004,5,5,2,faremo,faremo,fare,VERB,_
5-2,TO004,5,5,3,da,da,da,ADP,_
5-3,TO004,5,5,4,"doma:ni,",domani,domani,ADV,_
6-0,TO004,6,6,1,e:::h,eh,eh,INTJ,_
7-0,TO004,7,7,1,voi,voi,voi,PRON,_
7-1,TO004,7,7,2,dovete,dovete,dovere,AUX,_
7-2,TO004,7,7,3,(.),[PAUSE],[PAUSE],X,_
7-3,TO004,7,7,4-5,abituarvi,abituarvi,_,_,_
7-3a,_,_,7,4,_,abituar,abituare,VERB,_
7-3b,_,_,7,5,_,vi,vi,PRON,_
7-4,TO004,7,7,6,(.),[PAUSE],[PAUSE],X,_
7-5,TO004,7,7,7-8,all',all',_,_,_
7-5a,_,_,7,7,_,a,a,ADP,_
7-5b,_,_,7,8,_,l',il,DET,_
7-6,TO004,7,7,9,"ide:a,",idea,idea,NOUN,_
8-0,TO004,8,8,1,mi,mi,mi,PRON,_
8-1,TO004,8,8,2,dispiace,dispiace,dispiacere,VERB,_
8-2,TO004,8,8,3-4,dirlo,dirlo,_,_,_
8-2a,_,_,8,3,_,dir,dire,VERB,_
8-2b,_,_,8,4,_,lo,lo,PRON,_
8-3,TO004,8,8,5,(.),[PAUSE],[PAUSE],X,_
8-4,TO004,8,8,6,perché,perché,perché,SCONJ,_
