token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO117,0,0,1,"o:kay,",okay,ok,INTJ,Intonation=weakly_rising
1-0,BO117,1,1,1,all:ora,allora,allora,ADV,_
2-0,BO117,2,2,1,e:::hm,ehm,ehm,INTJ,_
2-1,BO117,2,2,2,dunque,dunque,dunque,ADV,_
2-2,BO117,2,2,3,mi,mi,mi,PRON,_
2-3,BO117,2,2,4,ricordo,ricordo,ricordare,VERB,_
2-4,BO117,2,2,5,che,che,che,SCONJ,_
2-5,BO117,2,2,6,lei,lei,lei,PRON,_
2-6,BO117,2,2,7,ha,ha,avere,AUX,_
2-7,BO117,2,2,8,frequen[tato],frequentato,frequentare,VERB,_
2-8,BO117,2,2,9,e::hm,ehm,ehm,INTJ,_
3-0,BO141,3,3,1,"[°sì,",sì,sì,ADV,Intonation=weakly_rising|Volume=low
3-1,BO141,3,3,2,(esatto)°],esatto,esatto,ADJ,Volume=low
4-0,BO117,4,4,1,le,le,le,PRON,_
4-1,BO117,4,4,2,direi,direi,dire,VERB,_
4-2,BO117,4,4,3,di,di,di,ADP,_
4-3,BO117,4,4,4,e:h,eh,eh,INTJ,_
4-4,BO117,4,4,5,cominciare,cominciare,cominciare,VERB,_
4-5,BO117,4,4,6,con,con,con,ADP,_
4-6,BO117,4,4,7,una,una,uno,DET,_
4-7,BO117,4,4,8,definizione,definizione,definizione,NOUN,_
4-8,BO117,4,4,9,di,di,di,ADP,_
4-9,BO117,4,4,10,eh,eh,eh,INTJ,_
4-10,BO117,4,4,11,cortesia,cortesia,cortesia,NOUN,_
5-0,BO117,5,5,1,mh?,mh,mh,INTJ,Intonation=rising
6-0,BO117,6,6,1,e::h,eh,eh,INTJ,_
6-1,BO117,6,6,2,e,e,e,CCONJ,_
6-2,BO117,6,6,3,poi,poi,poi,ADV,_
6-3,BO117,6,6,4,ehm:,ehm,ehm,INTJ,_
6-4,BO117,6,6,5,facciamo,facciamo,fare,VERB,_
6-5,BO117,6,6,6,un,un,uno,DET,_
6-6,BO117,6,6,7,esempio,esempio,esempio,NOUN,_
6-7,BO117,6,6,8,di,di,di,ADP,_
6-8,BO117,6,6,9,fenomeno,fenomeno,fenomeno,NOUN,_
6-9,BO117,6,6,10,linguistico,linguistico,linguistico,ADJ,_
6-10,BO117,6,6,11,che,che,che,PRON,_
6-11,BO117,6,6,12,può,può,potere,AUX,_
6-12,BO117,6,6,13,essere,essere,essere,AUX,_
6-13,BO117,6,6,14,ricollegato,ricollegato,ricollegare,VERB,_
7-0,BO117,7,7,1-2,alla,alla,_,_,_
7-0a,_,_,7,1,_,a,a,ADP,_
7-0b,_,_,7,2,_,la,il,DET,_
7-1,BO117,7,7,3,cortesia.,cortesia,cortesia,NOUN,Intonation=falling
8-0,BO141,8,8,1,"okay,",okay,okay,INTJ,Intonation=weakly_rising
8-1,BO141,8,8,2,allora,allora,allora,ADV,_
8-2,BO141,8,8,3,eh,eh,eh,INTJ,_
8-3,BO141,8,8,4,la,la,il,DET,_
8-4,BO141,8,8,5,cortesia,cortesia,cortesia,NOUN,_
8-5,BO141,8,8,6,è,è,essere,AUX,_
8-6,BO141,8,8,7,un,un,uno,DET,_
8-7,BO141,8,8,8,motore,motore,motore,NOUN,_
8-8,BO141,8,8,9,forte,forte,forte,ADJ,_
8-9,BO141,8,8,10,per,per,per,ADP,_
8-10,BO141,8,8,11,essere,essere,essere,AUX,_
8-11,BO141,8,8,12,"indiretti,",indiretti,indiretto,ADJ,Intonation=weakly_rising
9-0,BO141,9,9,1,infatti,infatti,infatti,ADV,_
9-1,BO141,9,9,2,abbiamo,abbiamo,avere,AUX,_
9-2,BO141,9,9,3,visto,visto,vedere,VERB,_
9-3,BO141,9,9,4,che,che,che,SCONJ,_
9-4,BO141,9,9,5,è,è,essere,AUX,_
9-5,BO141,9,9,6,la,la,il,DET,_
9-6,BO141,9,9,7,possibilità,possibilità,possibilità,NOUN,_
9-7,BO141,9,9,8,di,di,di,ADP,_
9-8,BO141,9,9,9,attenuare,attenuare,attenuare,VERB,_
9-9,BO141,9,9,10,la,la,il,DET,_
9-10,BO141,9,9,11,forza,forza,forza,NOUN,_
9-11,BO141,9,9,12,illocutiva,illocutiva,illocutivo,ADJ,_
9-12,BO141,9,9,13,di,di,di,ADP,_
9-13,BO141,9,9,14,un,un,uno,DET,_
9-14,BO141,9,9,15,enunciato,enunciato,enunciato,NOUN,_
