token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
0-0,BO118,0,0,1,dovresti,dovresti,dovere,AUX,_
"123-7,8",BO140,123,123,1,eh:,eh,eh,INTJ,_
0-1,BO118,0,0,2-3,parlarmi,parlarmi,_,_,_
0-1a,_,_,0,2,_,parlar,parlare,VERB,_
0-1b,_,_,0,3,_,mi,mi,PRON,_
0-2,BO118,0,0,4-5,della,della,_,_,_
0-2a,_,_,0,4,_,di,di,ADP,_
0-2b,_,_,0,5,_,la,il,DET,_
0-3,BO118,0,0,6,tua,tua,tuo,ADJ,_
0-4,BO118,0,0,7,casa.,casa,casa,NOUN,_
1-0,BO118,1,1,8,attuale.,attuale,attuale,ADJ,_
2-0,BO140,2,2,1,mh,mh,mh,INTJ,_
2-1,BO140,2,2,2,sì,sì,sì,INTJ,_
3-0,BO118,3,3,1,com',com',come,ADV,_
3-1,BO118,3,3,2,è,è,essere,AUX,_
3-2,BO118,3,3,3,fatta::,fatta,fare,VERB,_
3-3,BO118,3,3,4,la,la,il,DET,_
3-4,BO118,3,3,5,tua,tua,tuo,ADJ,_
3-5,BO118,3,3,6,"casa:,",casa,casa,NOUN,_
3-6,BO118,3,3,1,con,con,con,ADP,_
3-7,BO118,3,3,2,chi,chi,chi,PRON,_
3-8,BO118,3,3,3,"vivi,",vivi,vivo,VERB,_
4-0,BO140,4,4,1,allora,allora,allora,ADV,_
4-1,BO140,4,4,2,la,la,il,DET,_
4-2,BO140,4,4,3,mia,mia,mio,ADJ,_
4-3,BO140,4,4,4,ca:sa::,casa,casa,NOUN,_
4-4,BO140,4,4,5,è:::,è,essere,AUX,_
4-5,BO140,4,4,6,una:,una,uno,DET,_
4-6,BO140,4,4,7,villa::,villa,villa,NOUN,_
5-0,BO140,5,5,8,mh:,mh,mh,INTJ,_
5-1,BO140,5,5,9,in,in,in,ADP,_
5-2,BO140,5,5,10,mezzo,mezzo,mezzo,NOUN,_
5-3,BO140,5,5,11-12,alla,alla,_,_,_
5-3a,_,_,5,11,_,a,a,ADP,_
5-3b,_,_,5,12,_,la,il,DET,_
5-4,BO140,5,5,13,"natura,",natura,natura,NOUN,_
6-0,BO140,6,6,1,ci,ci,ci,PRON,_
6-1,BO140,6,6,2,viviamo:,viviamo,vivere,VERB,_
6-2,BO140,6,6,3,in:,in,in,ADP,_
6-3,BO140,6,6,4,un,un,uno,DET,_
6-4,BO140,6,6,5,po',po',po',NOUN,_
6-5,BO140,6,6,6,di,di,di,ADP,_
6-6,BO140,6,6,7,"famiglie,",famiglie,famiglia,NOUN,_
6-7,BO140,6,6,8,che,che,che,PRON,_
6-8,BO140,6,6,9,"sono::,",sono,essere,AUX,_
7-0,BO140,7,7,10,eh::,eh,eh,INTJ,_
7-1,BO140,7,7,11,la,la,il,DET,_
7-2,BO140,7,7,12,mia,mia,mio,ADJ,_
7-3,BO140,7,7,13,"famiglia,",famiglia,famiglia,NOUN,_
8-0,BO118,8,8,1,mh[mh],mhmh,mh,INTJ,_
9-0,BO140,9,9,14,[mi]a,mia,mio,DET,_
9-1,BO140,9,9,15,"nonna,",nonna,nonno,NOUN,_
10-0,BO140,10,10,16,mh,mh,mh,INTJ,_
10-1,BO140,10,10,17,i,i,il,DET,_
10-2,BO140,10,10,18,miei,miei,mio,ADJ,_
10-3,BO140,10,10,19,cugini,cugini,cugino,NOUN,_
10-4,BO140,10,10,20,quindi,quindi,quindi,ADV,_
10-5,BO140,10,10,21,due,due,due,NUM,_
10-6,BO140,10,10,22,famiglie:,famiglie,famiglia,NOUN,_
