token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	BO117	0	okay.	okay	okay	NOUN	Intonation=falling
0-1	BO117	0	{P}	{P}	_	_	_
0-2	BO117	0	sì.	sì	sì	INTJ	Intonation=falling
0-3	BO117	0	mi	mi	mi	PRON	_
0-4	BO117	0	dica.	dica	dicare	VERB	Intonation=falling
1-0	BO005	1	quindi	quindi	quindi	ADV	_
1-1	BO005	1	eh	eh	eh	INTJ	ProsodicLink=Yes
1-2	BO005	1	a:m	am	am	NOUN	_
1-3	BO005	1	ho	ho	avere	AUX	_
1-4	BO005	1	pensato	pensato	pensare	VERB	_
1-5	BO005	1	di	di	di	ADP	_
1-6	BO005	1	fare	fare	fare	VERB	_
1-7	BO005	1	la	la	il	DET	_
1-8	BO005	1	ricerca	ricerca	ricerca	NOUN	_
1-9	BO005	1	in	in	in	ADP	_
1-10	BO005	1	paragoni	paragoni	paragone	NOUN	_
1-11	BO005	1	delle	delle	_	_	_
1-11a	_	_	_	di	di	ADP	_
1-11b	_	_	_	le	il	DET	_
1-12	BO005	1	forme	forme	forma	NOUN	_
1-13	BO005	1	di	di	di	ADP	_
1-14	BO005	1	cortesia	cortesia	cortesia	NOUN	_
1-15	BO005	1	e	e	e	CCONJ	_
1-16	BO005	1	i	i	il	DET	_
1-17	BO005	1	suoi	suoi	suo	DET	_
1-18	BO005	1	usi	usi	uso	NOUN	_
1-19	BO005	1	tra	tra	tra	ADP	_
1-20	BO005	1	tra	tra	tra	ADP	_
1-21	BO005	1	spagnolo	spagnolo	spagnolo	NOUN	_
1-22	BO005	1	americano	americano	americano	ADJ	_
1-23	BO005	1	ed	ed	e	CCONJ	_
1-24	BO005	1	europeo.	europeo	europeo	ADJ	Intonation=falling
2-0	BO117	2	a:h,	ah	ah	INTJ	Intonation=weakly_rising
2-1	BO117	2	benissimo.	benissimo	bene	ADV	Intonation=falling
3-0	BO005	3	sì.	sì	sì	ADV	Intonation=falling
3-1	BO005	3	ma	ma	ma	CCONJ	_
3-2	BO005	3	e:h	eh	eh	INTJ	_
4-0	BO005	4	per	per	per	ADP	_
4-1	BO005	4	essere	essere	essere	AUX	_
4-2	BO005	4	un	un	uno	DET	_
4-3	BO005	4	po'	po'	poco	ADV	_
4-4	BO005	4	specifica	specifica	specifica	ADJ	_
4-5	BO005	4	perché	perché	perché	SCONJ	_
4-6	BO005	4	ci	ci	ci	PRON	_
4-7	BO005	4	sono	sono	essere	VERB	_
4-8	BO005	4	tante	tante	tanto	DET	_
4-9	BO005	4	cose	cose	cosa	NOUN	_
4-10	BO005	4	e	e	e	CCONJ	_
4-11	BO005	4	h[o	ho	avere	AUX	_
4-12	BO005	4	pensat]o:	pensato	pensare	VERB	_
5-0	BO117	5	[°u:	u	u	ADP	Volume=low
5-1	BO117	5	sì.	sì	sì	ADV	Intonation=falling|Volume=low
5-2	BO117	5	sì.°]	sì	sì	INTJ	Intonation=falling|Volume=low
6-0	BO005	6	al	al	_	_	_
6-0a	_	_	_	a	a	ADP	_
6-0b	_	_	_	il	il	DET	_
6-1	BO005	6	fatto	fatto	fatto	NOUN	_
6-2	BO005	6	di	di	di	ADP	_
6-3	BO005	6	per	per	per	ADP	_
6-4	BO005	6	esempio,	esempio	esempio	NOUN	Intonation=weakly_rising
7-0	BO005	7	puoi	puoi	potere	VERB	_
7-1	BO005	7	o	o	o	CCONJ	_
7-2	BO005	7	potresti,	potresti	potere	AUX	Intonation=weakly_rising
8-0	BO117	8	>mh	mh	mh	NOUN	_
8-1	BO117	8	mh<	mh	mh	NOUN	_
9-0	BO005	9	e:h	eh	eh	INTJ	_
9-1	BO005	9	cioè	cioè	cioè	ADV	_
9-2	BO005	9	ag~	ag~	ag~	PROPN	Interrupted=Yes
9-3	BO005	9	>agli	agli	_	_	_
9-3a	_	_	_	a	a	ADP	_
9-3b	_	_	_	gli	il	DET	_
9-4	BO005	9	usi	usi	uso	NOUN	_
9-5	BO005	9	verbali<,	verbali	verbale	ADJ	Intonation=weakly_rising
10-0	BO005	10	al	al	_	_	_
10-0a	_	_	_	a	a	ADP	_
10-0b	_	_	_	il	il	DET	_
10-1	BO005	10	fatto	fatto	fatto	NOUN	_
10-2	BO005	10	di	di	di	ADP	_
10-3	BO005	10	{P}	{P}	_	_	_
10-4	BO005	10	usted	usted	usted	NOUN	_
10-5	BO005	10	e	e	e	CCONJ	_
10-6	BO005	10	tu,	tu	tu	PRON	Intonation=weakly_rising
11-0	BO005	11	di	di	di	ADP	_
11-1	BO005	11	lei	lei	lei	PRON	_
11-2	BO005	11	e	e	e	CCONJ	_
11-3	BO005	11	tu	tu	tu	PRON	_
11-4	BO005	11	e::	e	e	CCONJ	_
12-0	BO005	12	poi	poi	poi	ADV	_
12-1	BO005	12	ei	ei	egli	PRON	_
12-2	BO005	12	all'	all'	_	_	Truncated=Yes
12-2a	_	_	_	a	a	ADP	_
12-2b	_	_	_	l'	il	DET	_
12-3	BO005	12	uso	uso	uso	NOUN	_
12-4	BO005	12	dei	dei	_	_	_
12-4a	_	_	_	di	di	ADP	_
12-4b	_	_	_	i	il	DET	_
12-5	BO005	12	diminutivi,	diminutivi	diminutivo	NOUN	Intonation=weakly_rising
13-0	BO005	13	[°che]:°	che	che	SCONJ	Volume=low
14-0	BO117	14	[mh]	mh	mh	NOUN	_
15-0	BO005	15	penso	penso	pensare	VERB	_
15-1	BO005	15	che	che	che	SCONJ	_
15-2	BO005	15	sia	sia	essere	AUX	_
15-3	BO005	15	un	un	uno	DET	_
15-4	BO005	15	po'	po'	poco	ADV	_
15-5	BO005	15	<più	più	più	ADV	_
15-6	BO005	15	marcato>	marcato	marcare	VERB	_
15-7	BO005	15	i:n	in	in	ADP	_
15-8	BO005	15	america	america	americo	ADJ	_
15-9	BO005	15	che	che	che	PRON	_
15-10	BO005	15	in	in	in	ADP	_
15-11	BO005	15	spagna.	spagna	spagna	NOUN	Intonation=falling
16-0	BO117	16	m:[h]	mh	mh	NOUN	_
17-0	BO005	17	[q]uindo	quindo	quire	VERB	_
17-1	BO005	17	volevo	volevo	volere	AUX	_
17-2	BO005	17	avere	avere	avere	VERB	_
17-3	BO005	17	un	un	uno	DET	_
17-4	BO005	17	po'	po'	poco	ADV	_
17-5	BO005	17	quello	quello	quello	PRON	_
17-6	BO005	17	secondo,	secondo	secondo	ADP	Intonation=weakly_rising
18-0	BO117	18	dei	dei	_	_	_
18-0a	_	_	_	di	di	ADP	_
18-0b	_	_	_	i	il	DET	_
18-1	BO117	18	diminutivi:	diminutivi	diminutivo	NOUN	_
18-2	BO117	18	in	in	in	ADP	_
18-3	BO117	18	che:	che	che	PRON	_
18-4	BO117	18	mi	mi	mi	PRON	_
18-5	BO117	18	faccia	faccia	fare	VERB	_
18-6	BO117	18	un	un	uno	DET	_
18-7	BO117	18	esempio.	esempio	esempio	NOUN	Intonation=falling
19-0	BO005	19	per	per	per	ADP	_
19-1	BO005	19	esempio	esempio	esempio	NOUN	_
19-2	BO005	19	i:n	in	in	ADP	_
19-3	BO005	19	>noi	noi	noi	PRON	_
19-4	BO005	19	in	in	in	ADP	_
19-5	BO005	19	latino	latino	lato	NOUN	_
19-6	BO005	19	america	america	americo	ADJ	_
19-7	BO005	19	usiamo	usiamo	usare	VERB	_
19-8	BO005	19	troppo	troppo	troppo	ADV	_
19-9	BO005	19	come	come	come	SCONJ	_
19-10	BO005	19	mi	mi	mi	PRON	_
19-11	BO005	19	puoi	puoi	potere	AUX	_
19-12	BO005	19	passare	passare	passare	VERB	_
19-13	BO005	19	una<	una	uno	DET	_
19-14	BO005	19	<tazzi:na>	tazzina	tazzina	NOUN	_
19-15	BO005	19	di	di	di	ADP	_
19-16	BO005	19	zucchero	zucchero	zucchero	NOUN	_
19-17	BO005	19	ma	ma	ma	CCONJ	_
19-18	BO005	19	troppo.	troppo	troppo	ADV	Intonation=falling
20-0	BO005	20	cioè:	cioè	cioè	ADV	_
20-1	BO005	20	lo	lo	lo	PRON	_
20-2	BO005	20	esageriamo	esageriamo	esagerare	VERB	_
20-3	BO005	20	un	un	uno	DET	_
20-4	BO005	20	po'.	po'	poco	ADV	Intonation=falling
21-0	BO117	21	m:h	mh	mh	NOUN	_
22-0	BO005	22	come	come	come	ADP	ProsodicLink=Yes
22-1	BO005	22	m:h	mh	mh	NOUN	_
23-0	BO005	23	sì.	sì	sì	ADV	Intonation=falling
24-0	BO005	24	°quel[lo].°	quello	quello	PRON	Intonation=falling|Volume=low
25-0	BO117	25	[lei	lei	lei	PRON	_
25-1	BO117	25	d]i	di	di	ADP	_
25-2	BO117	25	dov'	dov'	dove	ADV	Truncated=Yes
25-3	BO117	25	è?	è	essere	AUX	Intonation=rising
26-0	BO005	26	colombia.	colombia	colombiare	VERB	Intonation=falling
27-0	BO117	27	colombia.	colombia	colombiare	VERB	Intonation=falling
28-0	BO005	28	°mh	mh	mh	NOUN	Volume=low
28-1	BO005	28	m[h°]	mh	mh	NOUN	Volume=low
29-0	BO117	29	[be]nissimo.	benissimo	bene	ADV	Intonation=falling
30-0	BO005	30	e	e	e	CCONJ	_
30-1	BO005	30	quindi	quindi	quindi	ADV	_
30-2	BO005	30	volevo	volevo	volere	AUX	_
30-3	BO005	30	vederlo	vederlo	_	_	_
30-3a	_	_	_	veder	vedere	VERB	_
30-3b	_	_	_	lo	lo	PRON	_
30-4	BO005	30	un	un	uno	DET	_
30-5	BO005	30	po',	po'	poco	ADV	Intonation=weakly_rising
31-0	BO005	31	basato	basato	basato	VERB	_
31-1	BO005	31	sull'	sull'	_	_	Truncated=Yes
31-1a	_	_	_	su	su	ADP	_
31-1b	_	_	_	l'	il	DET	_
31-2	BO005	31	età	età	età	NOUN	_
31-3	BO005	31	genere	genere	genere	NOUN	_
31-4	BO005	31	{P}	{P}	_	_	_
31-5	BO005	31	e::	e	e	CCONJ	_
32-0	BO005	32	un	un	uno	DET	_
32-1	BO005	32	po'	po'	poco	ADV	_
32-2	BO005	32	sulla	sulla	_	_	_
32-2a	_	_	_	su	su	ADP	_
32-2b	_	_	_	la	il	DET	_
32-3	BO005	32	situazione	situazione	situazione	NOUN	_
32-4	BO005	32	in	in	in	ADP	_
32-5	BO005	32	cui	cui	cui	PRON	_
32-6	BO005	32	si	si	si	PRON	_
32-7	BO005	32	trovano	trovano	trovare	VERB	_
32-8	BO005	32	i	i	il	DET	_
32-9	BO005	32	parlanti.	parlanti	parlante	NOUN	Intonation=falling
33-0	BO005	33	ma	ma	ma	CCONJ	_
33-1	BO005	33	non	non	non	ADV	_
33-2	BO005	33	so	so	sapere	VERB	_
33-3	BO005	33	se	se	se	SCONJ	_
33-4	BO005	33	lei	lei	lei	PRON	_
33-5	BO005	33	mi	mi	mi	PRON	_
33-6	BO005	33	dice,	dice	dire	VERB	Intonation=weakly_rising
34-0	BO005	34	che	che	che	SCONJ	_
34-1	BO005	34	su	su	su	ADP	_
34-2	BO005	34	sketch	sketch	sketch	ADJ	_
34-3	BO005	34	engine	engine	engine	NOUN	_
34-4	BO005	34	funziona	funziona	funzionare	VERB	_
34-5	BO005	34	un	un	uno	DET	_
34-6	BO005	34	po'	po'	poco	ADV	_
34-7	BO005	34	così:	così	così	ADV	_
34-8	BO005	34	mi	mi	mi	PRON	_
34-9	BO005	34	dice	dice	dire	VERB	_
34-10	BO005	34	un	un	uno	DET	_
34-11	BO005	34	po'	po'	poco	ADV	_
34-12	BO005	34	l'	l'	il	DET	Truncated=Yes
34-13	BO005	34	età	età	età	NOUN	_
34-14	BO005	34	e	e	e	CCONJ	_
34-15	BO005	34	tutto	tutto	tutto	DET	_
34-16	BO005	34	quello,	quello	quello	PRON	Intonation=weakly_rising
34-17	BO005	34	o	o	o	CCONJ	_
34-18	BO005	34	no.	no	no	ADV	Intonation=falling
35-0	BO117	35	n[o].	no	no	ADV	Intonation=falling
36-0	BO005	36	[a]ssolutamente	assolutamente	assoluto	ADV	_
36-1	BO005	36	no.	no	no	ADV	Intonation=falling
37-0	BO117	37	no.	no	no	ADV	Intonation=falling
38-0	BO117	38	no.	no	no	ADV	Intonation=falling
39-0	BO005	39	okay.	okay	okay	NOUN	Intonation=falling
40-0	BO117	40	no.	no	no	ADV	Intonation=falling
41-0	BO117	41	mh	mh	mh	ADV	_
41-1	BO117	41	secondo	secondo	secondo	ADP	_
41-2	BO117	41	me	me	me	PRON	_
41-3	BO117	41	una	una	uno	DET	_
41-4	BO117	41	analisi	analisi	analisi	NOUN	_
41-5	BO117	41	sociolinguistica	sociolinguistica	sociolinguistico	ADJ	_
41-6	BO117	41	non	non	non	ADV	_
41-7	BO117	41	[rie]sce	riesce	riuscire	VERB	_
41-8	BO117	41	tanto	tanto	tanto	ADV	_
41-9	BO117	41	a	a	a	ADP	_
41-10	BO117	41	farla.	farla	_	_	Intonation=falling
41-10a	_	_	_	far	fare	VERB	_
41-10b	_	_	_	la	la	PRON	_
42-0	BO005	42	[°no.°]	no	no	ADV	Intonation=falling|Volume=low
43-0	BO005	43	[°okay.°]	okay	okay	NOUN	Intonation=falling|Volume=low
44-0	BO117	44	[fors]e	forse	forse	ADV	_
44-1	BO117	44	un	un	uno	DET	_
44-2	BO117	44	pochettino	pochettino	pochettino	NOUN	_
44-3	BO117	44	sulla	sulla	_	_	_
44-3a	_	_	_	su	su	ADP	_
