token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	BO087	0	gianni	gianni	gianno	NOUN	_
0-1	BO087	0	rossi.	rossi	rosso	ADJ	Intonation=falling
1-0	BO087	1	per	per	per	ADP	_
1-1	BO087	1	favo:re.	favore	favore	NOUN	Intonation=falling
2-0	BO087	2	°ah	ah	ah	INTJ	Volume=low
2-1	BO087	2	np	np	np	NOUN	Volume=low
2-2	BO087	2	è	è	essere	AUX	Volume=low
2-3	BO087	2	vero.	vero	vero	ADJ	Intonation=falling|Volume=low
2-4	BO087	2	xxx	x	x	SYM	Volume=low
2-5	BO087	2	no	no	no	ADV	Volume=low
2-6	BO087	2	no	no	no	ADV	Volume=low
2-7	BO087	2	la	la	la	PRON	Volume=low
2-8	BO087	2	faccio	faccio	fare	VERB	Volume=low
2-9	BO087	2	passare	passare	passare	VERB	Volume=low
2-10	BO087	2	un	un	uno	DET	Volume=low
2-11	BO087	2	attimo.	attimo	attimo	NOUN	Intonation=falling|Volume=low
2-12	BO087	2	un	un	uno	DET	Volume=low
2-13	BO087	2	secondo	secondo	secondo	ADJ	Volume=low
2-14	BO087	2	eh°	eh	eh	NOUN	Volume=low
3-0	BO087	3	non	non	non	ADV	_
3-1	BO087	3	mi	mi	mi	PRON	_
3-2	BO087	3	ricordavo	ricordavo	ricordare	VERB	_
3-3	BO087	3	mica,	mica	mica	ADV	Intonation=weakly_rising
3-4	BO087	3	perché	perché	perché	SCONJ	_
3-5	BO087	3	ero	ero	essere	AUX	_
3-6	BO087	3	qui	qui	qui	ADV	_
3-7	BO087	3	che	che	che	SCONJ	_
3-8	BO087	3	parlavo	parlavo	parlare	VERB	_
3-9	BO087	3	di,	di	di	ADP	Intonation=weakly_rising
4-0	???	4	buongiorno	buongiorno	buongiorno	ADJ	_
4-1	???	4	professore	professore	professore	NOUN	_
5-0	BO087	5	(salve)	salve	salvo	ADJ	_
6-0	BO087	6	be:ne,	bene	bene	ADV	Intonation=weakly_rising
7-0	BO087	7	e	e	e	CCONJ	_
7-1	BO087	7	come	come	come	SCONJ	_
7-2	BO087	7	sta?	sta	stare	VERB	Intonation=rising
8-0	???	8	bene.	bene	bene	ADV	Intonation=falling
9-0	BO087	9	cosa	cosa	cosa	PRON	_
9-1	BO087	9	fa	fa	fare	VERB	_
9-2	BO087	9	adesso?	adesso	adesso	ADV	Intonation=rising
10-0	BO087	10	due	due	due	NUM	_
10-1	BO087	10	secondi,	secondi	secondo	NOUN	Intonation=weakly_rising
11-0	???	11	dottorato	dottorato	dottorare	VERB	_
11-1	???	11	xxx	x	x	SYM	_
11-2	???	11	xxx	x	x	SYM	_
11-3	???	11	scritto.	scritto	scriggere	VERB	Intonation=falling
11-4	???	11	non	non	non	ADV	_
11-5	???	11	so	so	sapere	VERB	_
11-6	???	11	se	se	se	SCONJ	_
11-7	???	11	se	se	se	SCONJ	_
