token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
0-0	BOR006	0	iniziamo	iniziamo	iniziare	VERB	_
0-1	BOR006	0	l'	l'	il	DET	SpaceAfter=No
0-2	BOR006	0	intervista	intervista	intervista	NOUN	_
1-0	BOR006	1	eh	eh	eh	INTJ	_
1-1	BOR006	1	l~	l~	l~	PROPN	Interrupted=Yes
1-2	BOR006	1	la	la	il	DET	_
1-3	BOR006	1	prime:	prime	primo	ADJ	_
1-4	BOR006	1	le	le	il	DET	_
1-5	BOR006	1	prime	prime	primo	ADJ	_
1-6	BOR006	1	domande	domande	domanda	NOUN	_
1-7	BOR006	1	che	che	che	PRON	_
1-8	BOR006	1	volevo	volevo	volere	AUX	_
1-9	BOR006	1	farvi	farvi	_	_	_
1-9a	_	_	_	far	farre	VERB	_
1-9b	_	_	_	vi	vi	PRON	_
1-10	BOR006	1	riguardano	riguardano	riguardare	VERB	_
1-11	BOR006	1	appunto	appunto	appunto	ADV	_
1-12	BOR006	1	{P}	{P}	_	_	_
1-13	BOR006	1	eh	eh	eh	INTJ	_
1-14	BOR006	1	la	la	il	DET	_
1-15	BOR006	1	città	città	città	NOUN	_
1-16	BOR006	1	di	di	di	ADP	_
1-17	BOR006	1	bologna	bologna	bologna	NOUN	_
2-0	BOR006	2	e:	e	e	CCONJ	_
2-1	BOR006	2	i	i	il	DET	_
2-2	BOR006	2	suoi	suoi	suo	DET	_
2-3	BOR006	2	quartieri	quartieri	quartiere	NOUN	_
3-0	BOR006	3	ad	ad	a	ADP	_
3-1	BOR006	3	esempio	esempio	esempio	NOUN	_
3-2	BOR006	3	mi	mi	mi	PRON	_
4-0	BOR006	4	e:h	eh	eh	INTJ	_
4-1	BOR006	4	mi	mi	mi	PRON	_
4-2	BOR006	4	interessava	interessava	interessare	VERB	_
4-3	BOR006	4	sapere	sapere	sapere	VERB	_
5-0	BOR006	5	(arrivo)	arrivo	arrivo	NOUN	_
6-0	BOR006	6	e:h	eh	eh	INTJ	_
6-1	BOR006	6	da	da	da	ADP	_
6-2	BOR006	6	quanto	quanto	quanto	PRON	_
6-3	BOR006	6	vivete	vivete	vivere	VERB	_
6-4	BOR006	6	{P}	{P}	_	_	_
6-5	BOR006	6	se	se	se	SCONJ	_
6-6	BOR006	6	vivete	vivete	vivere	VERB	_
6-7	BOR006	6	nel	nel	_	_	_
6-7a	_	_	_	in	in	ADP	_
6-7b	_	_	_	il	il	DET	_
6-8	BOR006	6	quartiere	quartiere	quartiere	NOUN	_
6-9	BOR006	6	bolognina,	bolognina	bologninare	VERB	Intonation=weakly_rising
7-0	BOR006	7	da:	da	da	ADP	_
7-1	BOR006	7	da	da	da	ADP	_
7-2	BOR006	7	quanto	quanto	quanto	PRON	_
7-3	BOR006	7	vivete	vivete	vivere	VERB	_
7-4	BOR006	7	qua?	qua	qua	ADV	Intonation=rising
8-0	BOI047	8	io	io	io	PRON	_
8-1	BOI047	8	dal:	dal	_	_	_
8-1a	_	_	_	da	da	ADP	_
8-1b	_	_	_	il	il	DET	_
8-2	BOI047	8	e:h	eh	eh	NOUN	_
9-0	BOI047	9	millenovecentonovanta	millenovecentonovanta	millenovecentonovanta	NUM	_
10-0	BOR006	10	mh	mh	mh	NOUN	_
11-0	BOR006	11	però	però	però	ADV	_
